user_id,leaning,label,no_videos,leaning_avg,user_name,authorstats_following,authorstats_followers,authorstats_heart,authorstats_videos,authorstats_diggs,no_of_hashtags,no_of_unique_hashtags
6739374185741812742,4.5,pro,3,1.5,jaztopaz,39.0,33400.0,2100000,13.0,230.0,15,5
6739383183114060806,2.0,pro,2,1.0,madimpp,808.0,22300.0,1900000,180.0,33200.0,6,5
6739387875647783941,4.0,pro,2,2.0,glitterbrainz,16.0,3188.0,629300,71.0,2825.0,11,9
6739433226832741381,0.0,neutral,1,0.0,jodiesteele7,267.0,402.0,63900,77.0,2520.0,7,7
6739439936364184582,0.5,pro,1,0.5,basicallyvacant,65.0,17000.0,515600,111.0,936.0,8,8
6739444735226594310,1.0,pro,1,1.0,vincent1212,128.0,229.0,13200,26.0,3180.0,4,4
6739457963255743494,3.0,pro,1,3.0,frantzya_chancy,471.0,5341.0,78400,18.0,5780.0,8,8
6739465158533579782,0.0,neutral,1,0.0,liajohnson22,30.0,6.0,1210,14.0,1140.0,1,1
6739474547571672069,0.0,neutral,1,0.0,ryurogers,,2000.0,77400,6.0,105.0,10,9
6739481965643596805,0.0,neutral,1,0.0,annette50_obrien,517.0,355.0,17700,16.0,787.0,4,4
6739497918207755269,0.0,neutral,1,0.0,macy.the.lesbian,928.0,510.0,16400,65.0,5270.0,1,1
6739506891197006854,0.5,pro,1,0.5,gravity_mxrcyyt,233.0,689.0,55100,34.0,654.0,2,2
6739521254305252358,0.0,neutral,1,0.0,btcdaddy,6.0,46720.0,10900000,74.0,28.0,7,7
6739524250639778821,1.0,pro,1,1.0,someoneinthebackground,20.0,2.0,973,1.0,4950.0,4,4
6739526049246741510,1.5,pro,1,1.5,lauriesomma,58.0,458.0,19700,30.0,995.0,6,6
6739528162894332934,6.5,pro,2,3.25,silvermoonsong,113.0,70.0,13900,46.0,15840.0,17,13
6739539609816433670,-0.5,con,1,-0.5,yaboifrezzy,1986.0,1720.0,13100,90.0,32000.0,6,6
6739541467000046597,2.0,pro,1,2.0,i.eat.ya,83.0,1630.0,680100,52.0,2200.0,5,5
6739548811172185093,2.0,pro,2,1.0,justjosefina,395.0,12400.0,813200,62.0,1431.0,18,9
6739550861771637766,0.0,neutral,1,0.0,kittys_meow12,25.0,14.0,855,3.0,268.0,1,1
6739556846078886918,1.5,pro,1,1.5,shanelreneee,439.0,90300.0,2000000,105.0,44800.0,4,4
6739559682811675653,0.0,neutral,1,0.0,yosefabbe,282.0,59.0,2055,8.0,1300.0,1,1
6739566737681105925,0.0,neutral,1,0.0,meganhenne,19.0,11.0,476,5.0,272.0,2,2
6739574107140326406,1.5,pro,1,1.5,brittneyzule,617.0,199.0,3025,126.0,29000.0,6,6
6739590283930190854,0.0,neutral,1,0.0,riley.cahill,16.0,84660.0,19200000,22.0,657.0,6,6
6739593037733544965,0.0,neutral,1,0.0,my_party_of_8,31.0,1280.0,31200,8.0,758.0,6,6
6739596647360545798,1.0,pro,1,1.0,halberez,422.0,1833.0,87000,54.0,4820.0,5,5
6739611748188734470,6.5,pro,2,3.25,vaporfairy,536.0,736.0,318900,97.0,2750.0,12,7
6739613452001772549,0.0,neutral,1,0.0,sol_baeyu,110.0,25.0,2198,5.0,1100.0,1,1
6739615600609641478,0.0,neutral,1,0.0,itsss.isaandannie3,11.0,6.0,881,13.0,91.0,1,1
6739624928670565381,0.0,neutral,1,0.0,eric_harkey,18.0,23.0,28300,3.0,3870.0,2,2
6739644920681841670,0.5,pro,1,0.5,tastelesslytrish,634.0,135100.0,2800000,259.0,43300.0,5,5
6739655829023540230,0.0,neutral,1,0.0,jeffreyhellems33,342.0,165.0,5507,96.0,559.0,1,1
6739656324055073797,-0.5,con,1,-0.5,jrod_r3dneckoutlaw,77.0,3570.0,313800,196.0,1180.0,12,12
6739659201235584006,0.5,pro,1,0.5,heavenmorton5,63.0,12700.0,2800000,50.0,6830.0,2,2
6739660401140712454,0.0,neutral,1,0.0,jay2timezzzzz,95.0,11700.0,3100000,93.0,2470.0,3,3
6739662399391335429,0.0,neutral,1,0.0,robgucci_100,91.0,13210.0,3400000,118.0,6480.0,4,4
6739664106054009862,0.5,pro,2,0.25,virtuousostrich,1207.0,54.0,467,8.0,2382.0,18,16
6739665379272082438,-0.5,con,1,-0.5,blake.tomes,379.0,17300.0,149400,157.0,2759.0,5,5
6739686903614751749,5.0,pro,2,2.5,julianfromorlando,21.0,30000.0,10600000,509.0,39400.0,19,11
6739692449529529349,-1.0,con,1,-1.0,thehound37,617.0,132.0,733,20.0,1607.0,2,2
6739692555640243206,-4.5,con,3,-1.5,zachritter19,365.0,3146.0,84900,9.0,14600.0,21,7
6739692846921827334,2.0,pro,1,2.0,internetbad,4963.0,367800.0,14900000,664.0,66300.0,4,4
6739708630230795270,1.0,pro,1,1.0,arabicmclovin,403.0,587600.0,22100000,294.0,4887.0,3,3
6739716795932328966,0.5,pro,1,0.5,kitkatthedragonborn,12.0,190.0,41100,83.0,4580.0,4,4
6739723323376141318,0.0,neutral,1,0.0,saraholson95,109.0,19.0,1546,3.0,2940.0,1,1
6739725744756704261,4.0,pro,2,2.0,moolahboy,1071.0,12600.0,136200,156.0,64500.0,22,11
6739734455537419270,1.0,pro,1,1.0,yungharo1,46.0,313.0,12100,15.0,15500.0,6,6
6739762611665683462,0.0,neutral,1,0.0,lindseyytheestallion,21.0,196.0,271400,14.0,8950.0,3,3
6739764486381945862,1.0,pro,1,1.0,onlymostlyted,161.0,2770.0,589500,91.0,7220.0,3,3
6739815841145373702,0.5,pro,1,0.5,pixiepadlock,26.0,63.0,10500,28.0,4210.0,2,2
6739831773058663430,1.5,pro,1,1.5,monstamovez,249.0,250800.0,3300000,302.0,4016.0,3,3
6739870472664253445,0.0,neutral,1,0.0,ame.sunset,102.0,2680.0,643300,137.0,2260.0,2,2
6739882920771798021,-1.0,con,3,-0.3333333333333333,conservative.mama,91.0,2340.0,423200,8.0,545.0,16,12
6739892281027937285,0.0,neutral,1,0.0,timothy_chapa,1000.0,1090.0,27200,10.0,666.0,1,1
6739896373922120710,0.0,neutral,3,0.0,biyon_tiktok,0.0,651200.0,10900000,210.0,39.0,21,7
6739912767652234245,1.5,pro,2,0.75,tamirrusso,0.0,3600000.0,34000000,165.0,448.0,11,10
6739920731746042886,4.0,pro,2,2.0,lazyxxx0_0,377.0,5341.0,71200,264.0,4452.0,12,7
6739932198437520389,0.5,pro,1,0.5,hannitazz,646.0,282200.0,7800000,307.0,21300.0,2,2
6739932673010582534,0.5,pro,2,0.25,zoe.zozo08,260.0,109.0,16900,17.0,3860.0,2,2
6739935757652427781,-0.5,con,1,-0.5,reiniskapteinis,8.0,997.0,7154,14.0,362.0,10,10
6739940349059662854,2.0,pro,2,1.0,grumpybearcarebear,141.0,531.0,134700,98.0,4590.0,18,13
6739943676207924229,2.0,pro,1,2.0,aliciax37,26.0,106.0,107800,9.0,1220.0,6,6
6739949445293343749,0.5,pro,1,0.5,scar_ford,11.0,6.0,2682,41.0,2510.0,2,2
6739952983594796038,-2.0,con,1,-2.0,conservative_ashley,11.0,142.0,1464,1.0,11.0,6,6
6739963442679759877,0.0,neutral,1,0.0,itsbenreid,4.0,56300.0,13400000,15.0,33.0,1,1
6739970028835881990,0.0,neutral,1,0.0,theofficialtylerwitte,76.0,13.0,621,1.0,510.0,1,1
6739970233296356358,0.5,pro,1,0.5,randombohomom,26.0,254.0,121800,37.0,1780.0,2,2
6739972081196958725,3.0,pro,1,3.0,ashyurcz,125.0,2420.0,705000,89.0,2350.0,11,11
6739972133945017350,-0.5,con,1,-0.5,sassycass7,37.0,857.0,8109,7.0,858.0,4,4
6739975985594139654,0.0,neutral,1,0.0,barry_the_camaro,86.0,10400.0,1100000,14.0,2890.0,9,9
6739987919748023302,0.0,neutral,1,0.0,mike_coxlong245,162.0,638.0,99400,15.0,1900.0,8,8
6740019785595503622,2.0,pro,1,2.0,doulashannon,390.0,112300.0,1600000,315.0,2239.0,9,9
6740025942344205317,0.0,neutral,1,0.0,tiktokdadto5,28.0,24.0,1800,13.0,292.0,5,5
6740028490000974854,0.5,pro,1,0.5,wolfofthekitchen,19.0,3.0,564,10.0,757.0,4,4
6740039004749022214,-4.0,con,4,-1.0,country_valhalla,740.0,16800.0,132400,87.0,5993.0,28,11
6740040992232391686,-7.5,con,5,-1.5,therealfreeman,631.0,28300.0,149800,141.0,8840.0,67,28
6740048942434026502,10.0,pro,4,2.5,logankaelinnn,234.0,7234.0,599300,49.0,28900.0,28,7
6740072481434256389,0.0,neutral,1,0.0,supermike1157,62.0,3.0,195,1.0,93.0,1,1
6740077007008646150,2.0,pro,1,2.0,cristienienaber,84.0,13.0,1214,10.0,4220.0,9,5
6740083445223162886,0.5,pro,1,0.5,crockhorre420,4.0,322.0,20400,45.0,3030.0,3,3
6740089309716022278,0.0,neutral,1,0.0,madebybryce,318.0,14960.0,3100000,69.0,800.0,6,6
6740091087866594310,0.0,neutral,1,0.0,amanda_leclair4,993.0,2080.0,110500,36.0,1810.0,2,2
6740100162189280261,-0.5,con,1,-0.5,bligas,120.0,9555.0,38400,120.0,1072.0,1,1
6740102167519298566,0.0,neutral,1,0.0,claire_bearr3,37.0,26.0,5181,,310.0,8,8
6740104042444407813,0.0,neutral,1,0.0,ticktockeremily,25.0,3.0,370,2.0,997.0,1,1
6740111969184384006,0.0,neutral,1,0.0,orangemonkeyart,5.0,9050.0,1500000,25.0,125.0,10,10
6740112607816549378,0.0,neutral,1,0.0,daa7657,978.0,4350.0,280000,53.0,6790.0,2,2
6740117079716594694,-3.0,con,9,-0.3333333333333333,jdockla3,774.0,6630.0,1500000,80.0,1810.0,40,16
6740122117994857477,1.5,pro,2,0.75,lindagloria1,1.0,6360.0,706600,55.0,1820.0,12,10
6740124934574867462,-0.5,con,1,-0.5,kyleemj24,1104.0,11800.0,72000,38.0,11200.0,2,2
6740140274536285190,1.0,pro,1,1.0,bardish_wizard,23.0,7.0,1933,5.0,1530.0,10,10
6740155411314443270,0.5,pro,1,0.5,mixedoutbee,139.0,696.0,54100,21.0,2040.0,6,6
6740175986849874950,2.5,pro,1,2.5,sunceivino,420.0,1327.0,54000,45.0,36900.0,8,8
6740199176645592069,0.5,pro,1,0.5,barbaraj.warren,9892.0,56600.0,1200000,824.0,31500.0,6,6
6740223710114792454,2.0,pro,1,2.0,niittyvilla_,27.0,2.0,641,2.0,2770.0,3,2
6740228097805222918,1.0,pro,1,1.0,brendalicious,39.0,7.0,815,10.0,186.0,9,9
6740265595399406597,-1.0,con,1,-1.0,winnertcheg,43.0,118800.0,6200000,397.0,428.0,6,6
6740281557762311174,-0.5,con,1,-0.5,magicninja704,189.0,247.0,13500,41.0,1650.0,5,5
6740282357225620486,2.0,pro,2,1.0,yzziv,0.0,3136.0,586800,65.0,219.0,24,12
6740287972795188230,0.0,neutral,2,0.0,james12798_,252.0,254.0,226600,42.0,7150.0,5,4
6740290014221665285,0.0,neutral,1,0.0,momma_bear0618,332.0,195.0,16300,15.0,1020.0,6,6
6740293619914277893,0.0,neutral,1,0.0,popo_81,561.0,449.0,19600,2.0,2560.0,1,1
6740294282814964742,-1.0,con,1,-1.0,dr.general,1.0,744.0,5363,8.0,329.0,13,13
6740302087782024197,2.0,pro,1,2.0,jayleenesther,138.0,91.0,1556,17.0,2850.0,6,6
6740305116103181317,2.0,pro,1,2.0,tempanyperry,709.0,39200.0,1500000,484.0,29800.0,6,6
6740305244272215046,0.0,neutral,1,0.0,jaydensykes3,566.0,2600.0,506800,26.0,5560.0,7,7
6740305699068756997,0.0,neutral,1,0.0,lla.ndi,16.0,2.0,762,4.0,1660.0,1,1
6740313081035604998,0.0,neutral,1,0.0,lbsavage19,202.0,6160.0,155800,5.0,614.0,2,2
6740315440889889798,2.0,pro,1,2.0,extra_cosplays,51.0,18.0,4880,26.0,10460.0,4,4
6740340727136142342,2.5,pro,2,1.25,tonyyenn,174.0,22500.0,1400000,141.0,711.0,9,8
6740341393527653382,2.0,pro,1,2.0,j___202,59.0,3825.0,136200,97.0,17800.0,8,8
6740352524916343813,1.0,pro,2,0.5,diegonagzero,107.0,253700.0,5200000,1551.0,2229.0,15,14
6740355648411010054,0.0,neutral,1,0.0,billyflores23,16.0,1.0,82,,24.0,1,1
6740364320578405382,1.5,pro,1,1.5,sharikgeneve,183.0,19300.0,401600,81.0,2865.0,11,11
6740367376229680133,0.0,neutral,1,0.0,david.sklenar,1.0,6480.0,383800,8.0,66.0,4,4
6740369336761074693,0.0,neutral,1,0.0,carlosvalverde201,34.0,2590.0,482300,56.0,111.0,6,6
6740372348631942150,2.5,pro,5,0.5,therealhammytv,21.0,6600000.0,167900000,357.0,1584.0,35,14
6740375386137838597,0.0,neutral,1,0.0,simply.shae,81.0,135.0,4268,14.0,251.0,3,3
6740377355757405189,3.0,pro,1,3.0,dizzyfae,64.0,28900.0,472400,140.0,10500.0,5,5
6740385156220126213,0.0,neutral,1,0.0,mzkorrii,25.0,163.0,11500,46.0,5240.0,8,8
6740386729595438086,0.0,neutral,1,0.0,adhd_introvert,29.0,24.0,2186,21.0,2960.0,1,1
6740391060457440261,0.5,pro,1,0.5,novloggingallowed,36.0,3.0,1259,3.0,3370.0,6,6
6740391990388851718,0.0,neutral,1,0.0,simply_christina87,757.0,8030.0,3000000,433.0,3540.0,8,8
6740394593848034309,2.0,pro,1,2.0,austinbucco,106.0,1299.0,100500,35.0,3621.0,9,9
6740397306829652997,0.0,neutral,1,0.0,saddumbngay,12.0,94.0,47700,42.0,6200.0,2,2
6740406737376920582,0.0,neutral,1,0.0,jacobmmiller1,17.0,12.0,4497,4.0,348.0,2,2
6740409870979466245,0.0,neutral,1,0.0,alienonplanetearth,41.0,12.0,734,15.0,4400.0,1,1
6740412394197730309,2.5,pro,2,1.25,blestjones,47.0,3512.0,106800,135.0,2263.0,11,8
6740413746252530693,2.5,pro,2,1.25,virgosplash,0.0,21200.0,402300,311.0,2711.0,21,17
6740415364012229637,0.0,neutral,1,0.0,hauxy9,254.0,6940.0,1400000,187.0,8050.0,2,2
6740421629057221637,0.0,neutral,1,0.0,tylerscott1235,28.0,4.0,164,,107.0,1,1
6740424233065513990,-0.5,con,1,-0.5,clappedoutcummins,162.0,76300.0,1000000,66.0,26100.0,10,10
6740425480794588165,0.0,neutral,1,0.0,attelaliv_,3.0,4700.0,2300000,28.0,3160.0,3,3
6740431907459023877,-2.5,con,5,-0.5,9won.won,101.0,58900.0,901400,59.0,2063.0,42,21
6740451693349438470,1.0,pro,1,1.0,gravebarghest,52.0,8.0,1244,5.0,503.0,6,6
6740454063383725062,2.0,pro,1,2.0,angelmulatto,527.0,315800.0,5500000,518.0,65700.0,11,11
6740460450381448198,0.5,pro,1,0.5,ahlatoad,9.0,90.0,18700,16.0,1400.0,2,2
6740500679376487430,2.0,pro,1,2.0,shotaaizawa16,493.0,25.0,1310,13.0,13530.0,7,7
6740516227116008453,-0.5,con,1,-0.5,itchinndburnin666,0.0,122.0,9440,4.0,276.0,4,4
6740524995091645445,1.0,pro,1,1.0,jamieemariee17,317.0,467.0,24200,38.0,979.0,9,9
6740537171708822534,0.0,neutral,2,0.0,soph.does.random.stuff,32.0,76.0,9515,17.0,1690.0,10,8
6740567561790866438,0.0,neutral,1,0.0,queenaysmua,13.0,4830.0,262600,20.0,49.0,3,3
6740569986974385158,0.0,neutral,1,0.0,sowhatsnews,54.0,2.0,181,1.0,1660.0,5,4
6740597563051656197,0.5,pro,1,0.5,_yesterday,174.0,11.0,451,2.0,5890.0,3,3
6740598183942734853,0.0,neutral,1,0.0,kimav97,58.0,2.0,531,2.0,1700.0,1,1
6740601946103727110,0.5,pro,1,0.5,anna_just_ann,10.0,760.0,291400,42.0,731.0,3,3
6740614620148794374,1.0,pro,1,1.0,parkfii,739.0,40.0,5610,7.0,2380.0,5,5
6740622912716768262,0.5,pro,1,0.5,suzyqharleyq,42.0,352.0,105600,89.0,5850.0,2,2
6740656859788772357,5.5,pro,2,2.75,muh_hahaha,21.0,28.0,6627,9.0,5180.0,14,12
6740659456940016646,0.0,neutral,1,0.0,superslurp3000,86.0,17.0,1901,7.0,892.0,1,1
6740664137913861125,1.5,pro,1,1.5,drerivas,24.0,153.0,41400,12.0,1790.0,9,9
6740667476654867461,0.0,neutral,1,0.0,sleepyninja8,288.0,8.0,348,8.0,897.0,1,1
6740673342800397318,0.0,neutral,1,0.0,chris_reed2017,87.0,18.0,517,1.0,344.0,2,2
6740674605927498758,1.0,pro,2,0.5,crazy.djo,70.0,389900.0,12800000,276.0,1111.0,6,3
6740691244932170757,0.5,pro,1,0.5,bettermum_offical,57.0,3.0,211,,383.0,2,2
6740710523157513221,0.0,neutral,1,0.0,kpoparmy2020,26.0,1840.0,839300,28.0,4630.0,6,6
6740711603177784325,3.5,pro,3,1.1666666666666667,theverycomedictra,438.0,13.0,3051,5.0,5790.0,25,18
6740711841943634949,-2.0,con,3,-0.6666666666666666,ajtumpak,82.0,4440.0,435100,32.0,2620.0,18,10
6740712357776327686,0.0,neutral,1,0.0,sarahxfoxx,1.0,1190.0,148800,5.0,44.0,7,7
6740715432426275846,0.0,neutral,1,0.0,thee.ivan,1.0,781.0,76200,3.0,159.0,8,7
6740725790058578949,0.5,pro,1,0.5,kcra3news,10.0,41500.0,764400,126.0,9.0,4,4
6740735127691592709,1.0,pro,1,1.0,hiddenstar_dutch_,194.0,346.0,13300,26.0,603.0,4,4
6740735724775752710,0.0,neutral,2,0.0,angelanoellepark,271.0,1060.0,63000,24.0,2610.0,8,7
6740755840808731653,0.5,pro,1,0.5,hixxup79,123.0,11.0,337,1.0,433.0,2,2
6740760331285808134,0.0,neutral,1,0.0,marcosalmestre,58.0,51.0,6079,53.0,389.0,1,1
6740774037629699077,0.0,neutral,1,0.0,ofanoamounga,92.0,14.0,690,7.0,566.0,1,1
6740776711895516166,-1.0,con,1,-1.0,deondrick18,222.0,4937.0,492600,21.0,20800.0,5,5
6740778313515533317,1.0,pro,1,1.0,nalaslyfe,21.0,88.0,96000,23.0,2970.0,8,8
6740781105589191685,0.0,neutral,1,0.0,ornellacinthia,2.0,44.0,3810,6.0,198.0,3,3
6740781554572182534,0.0,neutral,1,0.0,charrravioliy,51.0,6.0,878,15.0,302.0,1,1
6740787466129228805,0.0,neutral,1,0.0,theycallmeanal1,227.0,36460.0,8100000,370.0,901.0,6,6
6740792398077051909,-0.5,con,1,-0.5,cfi_hunt,5.0,507.0,20000,2.0,28.0,4,4
6740795708670755845,0.5,pro,1,0.5,ruby.x.rainbow,20.0,9.0,880,8.0,527.0,4,4
6740800017848943621,0.0,neutral,2,0.0,sallyjtazz,999.0,455.0,16200,25.0,2440.0,16,9
6740803268677010437,0.0,neutral,1,0.0,ministerofnagricu,67.0,13.0,2218,19.0,248.0,1,1
6740812799964824582,0.0,neutral,1,0.0,bwalk28,1.0,85.0,20600,7.0,630.0,8,8
6740818369946108934,0.0,neutral,2,0.0,fernocity,53.0,143.0,21700,52.0,4850.0,6,5
6740826218251666437,1.0,pro,1,1.0,kazkazerounian,448.0,39700.0,1900000,218.0,49800.0,3,3
6740830385117135878,1.0,pro,1,1.0,blossom19,65.0,1090.0,105000,5.0,2110.0,5,5
6740836446774887429,0.0,neutral,1,0.0,dippernation01,768.0,78.0,4847,21.0,3990.0,1,1
6740842770116084741,0.0,neutral,1,0.0,mrboywolf,14.0,32480.0,5000000,17.0,260.0,1,1
6740848449518765062,2.5,pro,2,1.25,snarkyzebra,19.0,623.0,366500,26.0,2640.0,15,12
6740848492639847430,-52.0,con,21,-2.4761904761904763,blackpaleoconservative,113.0,20400.0,344800,45.0,301.0,194,15
6740854025141912582,0.0,neutral,1,0.0,mollykirik,18.0,25.0,4678,41.0,1140.0,1,1
6740867740780102661,1.5,pro,1,1.5,aunaturalebabe,958.0,5717.0,85700,594.0,34700.0,5,5
6740908744056898566,3.0,pro,1,3.0,izzzylillyy,1366.0,50100.0,2200000,16.0,27400.0,8,8
6740942125913752577,0.0,neutral,1,0.0,_ayxshii_,1213.0,118.0,857,122.0,10300.0,8,8
6740960123189937158,0.0,neutral,1,0.0,luke_wiley_17,514.0,24.0,3963,51.0,7250.0,2,2
6740960667346404357,0.0,neutral,3,0.0,mdmotivator,100.0,80000.0,20000000,86.0,373.0,25,22
6740962431194055686,-0.5,con,1,-0.5,preyah_,168.0,53500.0,1000000,200.0,1707.0,4,4
6740980243870368773,-0.5,con,1,-0.5,mariam.nk,49.0,266600.0,9100000,681.0,966.0,6,6
6740985368445256710,-1.0,con,1,-1.0,nathanmcgovern3,1871.0,295.0,2732,4.0,9556.0,4,4
6740997930104210437,26.0,pro,12,2.1666666666666665,jaym3392,89.0,441.0,940500,95.0,603.0,74,24
6740999998447043590,0.0,neutral,1,0.0,avakn1ght,8.0,3800.0,1600000,6.0,351.0,2,2
6741002399974147077,0.0,neutral,1,0.0,shamaineholman,176.0,624.0,317800,95.0,6090.0,3,3
6741011824349545477,0.0,neutral,2,0.0,jamiesjournal_,582.0,73.0,11900,35.0,1950.0,7,6
6741012554590667782,0.0,neutral,1,0.0,maxlynn4,3.0,2140.0,180200,19.0,83.0,1,1
6741020947686769670,0.0,neutral,1,0.0,medicia14,331.0,1300.0,79300,21.0,2330.0,3,3
6741023800739972101,1.0,pro,1,1.0,rinijupiter,33.0,34.0,7047,42.0,2830.0,4,4
6741025291210458118,0.0,neutral,1,0.0,ofc_upchurch,254.0,320.0,13900,3.0,146.0,3,3
6741028503423091718,3.5,pro,1,3.5,peaceful_friend,28.0,360.0,120000,5.0,1520.0,9,9
6741030231777707014,0.0,neutral,1,0.0,__johnnygee,16.0,11450.0,2500000,105.0,3930.0,3,3
6741038075885044741,0.5,pro,1,0.5,ramilraja,75.0,9440.0,1600000,47.0,2860.0,6,6
6741039134201086981,6.0,pro,3,2.0,maryysong,198.0,59200.0,2900000,186.0,23500.0,33,11
6741040661145142277,-0.5,con,1,-0.5,betodiaz60,99.0,269600.0,5000000,678.0,1041.0,8,8
6741047952318891014,-0.5,con,1,-0.5,elyboi13,98.0,16.0,393,,302.0,2,2
6741069037600605189,0.5,pro,1,0.5,misslady0010,35.0,40.0,7865,10.0,1810.0,2,2
6741070252157420549,0.5,pro,1,0.5,zombiewave,39.0,313.0,37300,20.0,139.0,12,12
6741084375955981318,0.0,neutral,1,0.0,elizabethduran85,82.0,6.0,215,2.0,3330.0,7,6
6741086792524874758,0.0,neutral,1,0.0,snappedginger_,319.0,377.0,87400,182.0,10270.0,3,3
6741090683316241413,0.0,neutral,1,0.0,yassin.d.s,9.0,32790.0,5100000,41.0,1450.0,4,4
6741101674797073413,0.0,neutral,1,0.0,coachweezyweez,1.0,698.0,169900,4.0,68.0,4,4
6741103232544785414,1.0,pro,1,1.0,love_whitney,9209.0,5144.0,58100,224.0,12100.0,8,8
6741104282868696070,1.0,pro,1,1.0,daaang_thien,151.0,16600.0,402400,110.0,38700.0,2,2
6741116012517000197,0.0,neutral,1,0.0,sillylittlespoons,8.0,3.0,798,4.0,5660.0,1,1
6741121523534267397,0.5,pro,1,0.5,librababy29,773.0,210.0,5251,62.0,1780.0,4,4
6741134582198010886,0.0,neutral,1,0.0,ghost.._..cos,241.0,90.0,5590,119.0,7810.0,1,1
6741134957907526662,0.0,neutral,1,0.0,couponwithkayla,106.0,130000.0,13900000,108.0,3720.0,1,1
6741140275143623685,-1.5,con,1,-1.5,yvngtrey33,1098.0,2054.0,10500,50.0,60600.0,5,5
6741143243448321030,0.5,pro,2,0.25,tristan_boucher,8.0,3390.0,1300000,17.0,135.0,8,6
6741144313487639557,0.0,neutral,2,0.0,toughest_hufflepuff_,116.0,9.0,952,5.0,2240.0,2,1
6741144570019152901,0.0,neutral,1,0.0,messymarki,63.0,361.0,49900,39.0,5470.0,1,1
6741146756728570886,2.0,pro,4,0.5,dancemommalisa,294.0,240.0,37600,55.0,786.0,33,23
6741161856792642566,0.0,neutral,1,0.0,nicoleshamlin,8.0,4440.0,1000000,22.0,38.0,4,4
6741166466579678213,0.5,pro,1,0.5,landoncase34,126.0,23.0,758,5.0,103.0,2,2
6741173694623876101,1.0,pro,1,1.0,it_was_all_yellow_,5.0,11.0,51100,83.0,112.0,7,7
6741174267796489221,0.0,neutral,1,0.0,doublegg62,22.0,704.0,118000,18.0,2200.0,2,2
6741180799112578053,0.0,neutral,1,0.0,underradar247,38.0,33.0,29100,96.0,6860.0,10,10
6741184263826818053,1.0,pro,1,1.0,shanaenae_343,16.0,1210.0,53300,25.0,1460.0,10,10
6741186255101117446,1.5,pro,1,1.5,ms.mylesbmurray,1494.0,9390.0,133800,143.0,16700.0,5,5
6741186573134922757,0.5,pro,1,0.5,xiaoshower,294.0,16600.0,1100000,148.0,8950.0,6,5
6741192875479368709,0.0,neutral,1,0.0,vinyldyke,93.0,131.0,36900,129.0,3010.0,1,1
6741198267537589254,0.0,neutral,1,0.0,roachmorris,56.0,16.0,1529,16.0,861.0,1,1
6741199151218279430,1.5,pro,1,1.5,lorrel_support,52.0,24.0,1748,3.0,3330.0,3,3
6741209980512355334,0.5,pro,1,0.5,punk_nymph,57.0,82.0,14500,20.0,3010.0,3,3
6741233992517469190,0.0,neutral,2,0.0,thefuturemrs.rankin,55.0,28.0,1316,10.0,1550.0,6,4
6741236374169715718,0.0,neutral,1,0.0,dede_on,299.0,35800.0,1700000,427.0,46300.0,9,9
6741265425357374470,-4.5,con,3,-1.5,mech4nicalbride,3007.0,1739.0,101300,20.0,31600.0,30,10
6741287386426754053,0.5,pro,1,0.5,skipper71,78.0,77100.0,1700000,78.0,1364.0,7,7
6741324832623723526,0.5,pro,1,0.5,shaunetemple,11.0,16.0,827,3.0,604.0,3,3
6741325517582435334,2.5,pro,1,2.5,lizkate99,0.0,1679.0,78400,137.0,1690.0,4,4
6741338718362125317,0.5,pro,1,0.5,noeahjacobs,151.0,553300.0,6200000,177.0,1078.0,3,3
6741339214903837701,1.0,pro,1,1.0,nandcarron,7.0,86700.0,1100000,193.0,6337.0,6,6
6741355335007683589,1.0,pro,1,1.0,hobi_sunn,29.0,24500.0,867500,104.0,32900.0,6,6
6741365117718676486,0.5,pro,2,0.25,connorcanty,16.0,1280.0,504400,18.0,12180.0,5,4
6741366942252778502,0.0,neutral,1,0.0,louishub,18.0,117.0,78700,4.0,260.0,5,5
6741378368896615430,0.5,pro,1,0.5,realjesuscorona,115.0,636700.0,23500000,511.0,11200.0,6,6
6741388429956957190,-1.0,con,1,-1.0,aszalaidora,48.0,1853.0,16900,317.0,41300.0,7,7
6741391243014620166,0.0,neutral,1,0.0,fogitos,50.0,196.0,65200,31.0,472.0,2,2
6741398041692062725,0.0,neutral,1,0.0,travisspruell8,186.0,64.0,3053,9.0,251.0,1,1
6741401104070394886,4.0,pro,3,1.3333333333333333,doctorescudero,84.0,18.0,3499,5.0,2100.0,16,12
6741404773423252486,0.0,neutral,1,0.0,yso_mr_savage,998.0,15250.0,2400000,428.0,5850.0,4,4
6741411734391931909,0.0,neutral,1,0.0,overlordwilby,19.0,3.0,399,3.0,214.0,3,3
6741411783875281925,0.0,neutral,1,0.0,incubusbxy999,166.0,3050.0,178900,18.0,1220.0,12,10
6741411839202821126,0.0,neutral,3,0.0,saharasmiles,151.0,70.0,1275,123.0,1415.0,25,11
6741424949690467333,0.0,neutral,1,0.0,darkmystery__shadow,15.0,2770.0,151900,69.0,779.0,6,6
6741425004573656069,1.0,pro,1,1.0,rondozee,169.0,26700.0,937100,215.0,22400.0,1,1
6741443557011997702,12.0,pro,3,4.0,sweet_witchy_things,3266.0,71800.0,1500000,762.0,37800.0,23,8
6741448278200271878,1.0,pro,1,1.0,forsakencrustacea,949.0,23.0,3812,8.0,8640.0,8,8
