user_id,leaning,label,no_videos,leaning_avg,user_name,authorstats_following,authorstats_followers,authorstats_heart,authorstats_videos,authorstats_diggs,no_of_hashtags,no_of_unique_hashtags
73707,0.0,neutral,1,0.0,sharly_p,23.0,5990.0,720700,67.0,586.0,3,3
94772,3.0,pro,3,1.0,itsbriannaballard,24.0,50580.0,4700000,7.0,864.0,15,5
99896,0.5,pro,1,0.5,perris.howard,96.0,334800.0,7100000,198.0,1191.0,2,2
105232,0.5,pro,1,0.5,aarontoofresh26,28.0,480700.0,4200000,187.0,9939.0,6,6
117368,2.0,pro,2,1.0,troy..brown,1.0,12800.0,805000,29.0,6.0,4,2
119605,0.0,neutral,1,0.0,breister26,195.0,15030.0,1600000,21.0,6150.0,9,9
154547,0.5,pro,1,0.5,jlvisuals,3.0,230.0,2449,2.0,230.0,2,2
160848,1.0,pro,1,1.0,msexoticaa,591.0,122.0,2471,83.0,697.0,6,6
170217,0.0,neutral,1,0.0,keenanwalker,194.0,802.0,101300,46.0,192.0,2,2
183537,0.0,neutral,1,0.0,lovebri20,7.0,4740.0,692800,22.0,704.0,4,4
184640,9.5,pro,7,1.3571428571428572,latoya_official0,36.0,4060.0,318600,27.0,1140.0,44,9
186652,0.0,neutral,1,0.0,britt.jas,97.0,31.0,2140,6.0,771.0,5,5
187989,-1.0,con,2,-0.5,infamousnailah,153.0,825200.0,19100000,472.0,112300.0,3,3
191119,2.0,pro,1,2.0,ramoniabenitez,38.0,6163.0,28700,246.0,2344.0,8,8
193611,4.5,pro,3,1.5,nikkiramos,265.0,4960.0,653100,13.0,1560.0,19,15
219674,1.5,pro,1,1.5,brookesymone,56.0,23.0,948,12.0,308.0,5,5
272854,0.5,pro,1,0.5,arii,67.0,8900000.0,409700000,593.0,3446.0,2,2
277007,-0.5,con,1,-0.5,ashleyphillips2,11.0,11.0,963,3.0,16.0,1,1
296524,1.0,pro,1,1.0,courtney_lolo27,142.0,460.0,129700,66.0,3650.0,8,8
302124,0.5,pro,1,0.5,cashthiz,34.0,159.0,26700,4.0,625.0,7,7
326498,0.0,neutral,1,0.0,madisonmccloskey,19.0,220.0,9934,2.0,158.0,5,5
368065,0.0,neutral,1,0.0,lilshoeboxx,11.0,4820.0,1200000,20.0,979.0,4,4
370496,1.0,pro,1,1.0,brindzadavidson,8.0,30.0,1405,4.0,37.0,10,10
393076,0.0,neutral,4,0.0,jazminexrenee,205.0,3490.0,2000000,117.0,2070.0,20,16
464252,11.5,pro,7,1.6428571428571428,lorensharice,502.0,508800.0,9400000,261.0,12600.0,55,21
478938,0.5,pro,1,0.5,itsmsrichards2u,23.0,513.0,145500,30.0,45.0,9,9
492519,1.5,pro,1,1.5,lorenngracee,526.0,4405.0,203600,16.0,11500.0,3,3
501033,2.5,pro,1,2.5,kevinbojorquez,285.0,3200000.0,134600000,1508.0,1469.0,4,4
508850,2.0,pro,1,2.0,blessedhelen,765.0,50300.0,1400000,382.0,8667.0,4,4
513451,0.0,neutral,2,0.0,_iamkamm.m,311.0,1550.0,29700,56.0,1150.0,3,2
513515,0.0,neutral,1,0.0,luhhearl,7.0,587.0,40800,6.0,104.0,6,6
521424,2.0,pro,1,2.0,kyathatbahamiangirl,455.0,26000.0,860800,277.0,28400.0,3,3
534689,4.5,pro,3,1.5,kevinnherrera,263.0,57800.0,989400,221.0,10100.0,9,3
578007,0.0,neutral,1,0.0,alexxishb,27.0,9560.0,1500000,9.0,1810.0,4,4
578030,1.0,pro,1,1.0,pynklemmusic,214.0,3300000.0,27700000,334.0,13000.0,4,4
588190,2.0,pro,2,1.0,gabbygwop,1798.0,53300.0,1500000,479.0,31900.0,5,4
614539,0.0,neutral,1,0.0,danielparr2020,101.0,123.0,6654,43.0,649.0,4,4
625317,0.5,pro,1,0.5,hellokoddy,90.0,216800.0,13400000,309.0,8335.0,5,5
628310,0.0,neutral,1,0.0,thereal.rique,23.0,20130.0,6900000,74.0,751.0,1,1
679213,0.5,pro,1,0.5,mneymxtch,81.0,7380.0,2300000,24.0,6120.0,4,4
679995,1.0,pro,1,1.0,carlyunderwood,132.0,4110.0,570300,36.0,13380.0,6,6
682897,0.5,pro,1,0.5,ridenial,473.0,73400.0,880200,26.0,50800.0,3,3
695757,0.0,neutral,1,0.0,princessbananahammock5,568.0,193.0,27800,168.0,14150.0,1,1
711022,0.0,neutral,1,0.0,havenfutch,65.0,2210.0,140800,36.0,2910.0,6,6
715015,0.0,neutral,1,0.0,angnickelodeon,42.0,657.0,890000,32.0,5280.0,10,10
733251,0.5,pro,1,0.5,mckinleehunt,1269.0,12300.0,592700,95.0,87700.0,4,4
734683,1.0,pro,1,1.0,vibinwithni,9922.0,11600.0,299000,597.0,7129.0,9,9
743514,0.0,neutral,1,0.0,thatboyreece,99.0,4930.0,1100000,39.0,4610.0,1,1
764706,0.0,neutral,1,0.0,llexmh,24.0,3270.0,511200,5.0,648.0,4,4
793020,0.0,neutral,1,0.0,officer_scales,23.0,16610.0,1200000,13.0,53.0,5,5
814955,1.5,pro,1,1.5,famousquanny_,195.0,2063.0,32600,57.0,150.0,2,2
819157,0.0,neutral,1,0.0,bostonagapelove,12.0,772.0,64600,2.0,53.0,5,5
835519,0.0,neutral,1,0.0,wilsondias_off,23.0,869.0,408000,3.0,3870.0,4,4
845202,2.0,pro,1,2.0,mxmtoon,194.0,2300000.0,92100000,605.0,11000.0,3,3
848919,7.0,pro,2,3.5,celesteaguilar,42.0,11900.0,247300,9.0,32400.0,16,8
870485,0.0,neutral,1,0.0,faith_8312,14.0,191.0,21200,6.0,300.0,1,1
875733,0.0,neutral,1,0.0,ayo.itsdee,10.0,769.0,662100,57.0,1300.0,8,8
897075,1.5,pro,1,1.5,heyitskash_,3137.0,7712.0,64200,931.0,35400.0,3,3
916220,1.0,pro,1,1.0,sadiemillet,151.0,6601.0,294200,242.0,3253.0,4,4
920134,0.0,neutral,2,0.0,hatedrock_,65.0,3310.0,738900,40.0,756.0,4,4
921497,1.5,pro,1,1.5,.aaliyahh_,151.0,3375.0,25800,21.0,50800.0,5,5
925711,0.5,pro,1,0.5,evensjeanvillsain,41.0,26.0,1674,7.0,159.0,3,3
936655,0.5,pro,1,0.5,lizzza,99.0,24600000.0,274400000,128.0,3388.0,1,1
942475,0.0,neutral,1,0.0,kevinmclaughlin,55.0,180.0,19300,3.0,313.0,6,6
951727,-1.0,con,1,-1.0,d1ckfingies,391.0,4618.0,354100,1036.0,98700.0,1,1
964618,-0.5,con,1,-0.5,brenden2,279.0,262300.0,6500000,407.0,1665.0,5,5
971716,0.0,neutral,1,0.0,maurilurks,36.0,1620.0,173500,27.0,2470.0,1,1
992965,0.0,neutral,1,0.0,itskiwicvlt,32.0,53120.0,13300000,410.0,23300.0,3,3
994890,2.0,pro,2,1.0,yvng.pr,80.0,27100.0,813800,45.0,3148.0,10,5
1076328,0.0,neutral,1,0.0,naudickarussell,26.0,605.0,263900,28.0,1070.0,3,3
1077604,0.0,neutral,1,0.0,katezim,25.0,12480.0,4900000,101.0,2120.0,1,1
1078757,0.0,neutral,1,0.0,ciarraharper,72.0,338.0,16300,13.0,907.0,13,12
1091330,1.5,pro,1,1.5,okquay,1271.0,62400.0,2100000,368.0,52800.0,4,4
1093008,-1.0,con,1,-1.0,lowkey.annaxo,10000.0,6598.0,125800,2582.0,113200.0,6,6
1095196,0.0,neutral,1,0.0,ms.eleleta,2.0,2060.0,181300,43.0,153.0,8,8
1129864,1.0,pro,1,1.0,lotuslovr,180.0,27300.0,593800,46.0,21400.0,6,6
1135326,0.0,neutral,1,0.0,nori.andro,159.0,15560.0,1800000,39.0,981.0,1,1
1135649,3.0,pro,4,0.75,surelyjosh,60.0,68500.0,5000000,190.0,7260.0,37,25
1142108,1.0,pro,1,1.0,gracegermain,110.0,16700.0,714800,147.0,657.0,5,5
1181940,2.5,pro,2,1.25,orianasiphanoum,8.0,7490.0,3000000,23.0,780.0,17,12
1190068,0.0,neutral,1,0.0,everybodyloveskady,153.0,332.0,151300,110.0,12830.0,6,6
1194931,0.0,neutral,1,0.0,israhyxo,16.0,659.0,324400,2.0,283.0,2,2
1198956,0.0,neutral,1,0.0,juwangivens,171.0,8820.0,1400000,76.0,3620.0,4,4
1199734,0.0,neutral,1,0.0,zaliadaily,36.0,11770.0,1600000,64.0,1350.0,5,5
1211534,1.0,pro,1,1.0,giamurphyv1,90.0,3963.0,482900,49.0,3646.0,3,3
1226147,0.5,pro,1,0.5,mackendyatubel,27.0,30.0,1178,1.0,201.0,3,3
1252429,0.0,neutral,1,0.0,camilleleake2,28.0,27.0,660,3.0,504.0,1,1
1259377,0.5,pro,1,0.5,katieheilman,34.0,91.0,6584,1.0,2070.0,3,3
1288311,0.0,neutral,1,0.0,ashlynngrey,180.0,12.0,549,3.0,543.0,1,1
1291429,0.0,neutral,1,0.0,mickletheticklepickle,224.0,262.0,58800,55.0,10580.0,2,2
1300098,0.5,pro,1,0.5,blackrevolutionary_,119.0,35800.0,419200,29.0,13400.0,4,4
1300590,0.0,neutral,1,0.0,luxelani,93.0,2150.0,296200,17.0,424.0,5,5
1320163,0.0,neutral,1,0.0,llamaqueentv,56.0,590.0,16700,49.0,1310.0,1,1
1340746,0.0,neutral,1,0.0,kayyx99,16.0,20690.0,5800000,33.0,156.0,3,3
1353108,0.0,neutral,1,0.0,tatiyanataylor,28.0,428.0,93500,14.0,676.0,1,1
1355743,1.0,pro,1,1.0,inactifdepuis2000,92.0,42100.0,682200,82.0,1463.0,6,6
1368055,0.0,neutral,1,0.0,arielruizz,7.0,4450.0,1100000,48.0,43.0,5,5
1377197,1.5,pro,1,1.5,sofuknconceited,20.0,30500.0,328600,87.0,15100.0,5,5
1381654,0.0,neutral,1,0.0,fatboyslim6,186.0,127.0,18700,19.0,1390.0,3,3
1386748,1.5,pro,1,1.5,jeramiahnguyen,229.0,894.0,59000,4.0,1264.0,3,3
1387170,1.0,pro,1,1.0,jaystothetiger,925.0,12700.0,178600,1558.0,28400.0,4,4
1387309,0.5,pro,1,0.5,madeline.nugen,551.0,6384.0,734500,114.0,126100.0,3,3
1414278,0.0,neutral,1,0.0,_lillian.ann19,35.0,5000.0,542000,88.0,13.0,3,3
1431238,1.0,pro,2,0.5,edgarlyn_,14.0,2010.0,1100000,3.0,1690.0,6,3
1435763,1.5,pro,1,1.5,jaysaun_gunn,7.0,3520.0,294600,13.0,686.0,4,4
1436238,0.0,neutral,1,0.0,saraphinestanier,67.0,11800.0,5000000,126.0,325.0,1,1
1440309,1.5,pro,1,1.5,officially._.alxyssa,5128.0,738.0,36300,3141.0,86100.0,2,2
1451673,0.5,pro,1,0.5,kaileyamora,3304.0,922800.0,75200000,5244.0,169000.0,1,1
1465869,0.0,neutral,1,0.0,gali_golan,21.0,78080.0,47700000,63.0,267.0,1,1
1500161,0.0,neutral,1,0.0,erickjhonsworld,33.0,20.0,2404,7.0,116.0,1,1
1518483,0.5,pro,1,0.5,munaosman,227.0,32900.0,1300000,139.0,27100.0,2,2
1532458,-0.5,con,1,-0.5,dkidd94,123.0,47800.0,1500000,34.0,578.0,8,8
1536988,1.0,pro,2,0.5,desmonddennis,7.0,4500000.0,136700000,204.0,552.0,11,6
1539794,2.5,pro,1,2.5,yuhboyalexis,60.0,14200.0,508000,40.0,34400.0,7,7
1544058,0.5,pro,1,0.5,masonmayonnaise,701.0,2559.0,84900,50.0,97400.0,3,3
1550154,0.0,neutral,1,0.0,chosen_madi,29.0,465.0,112200,10.0,580.0,7,7
1577707,0.5,pro,1,0.5,omgkdian,40.0,181.0,63100,18.0,6770.0,4,4
1581931,0.5,pro,1,0.5,kristineziff,14.0,208.0,36500,6.0,224.0,5,5
1586959,0.5,pro,1,0.5,taymarquise,90.0,163600.0,6400000,876.0,3282.0,6,6
1588739,0.5,pro,1,0.5,_hi_im_bryan_,43.0,167.0,234200,24.0,2290.0,10,10
1595491,0.0,neutral,1,0.0,king_zaon,16.0,6900.0,1800000,49.0,524.0,3,3
1597631,0.5,pro,1,0.5,oliviabmarchie,8.0,162.0,18400,13.0,525.0,3,3
1606465,0.5,pro,1,0.5,shvyleavgus,1071.0,116000.0,3900000,95.0,24500.0,5,5
1617833,0.0,neutral,1,0.0,theelucky13,43.0,4720.0,4500000,126.0,8460.0,1,1
1638661,0.5,pro,1,0.5,brontetaylor,131.0,14400.0,638300,91.0,9914.0,2,2
1640264,1.5,pro,1,1.5,leinnaaaxo,339.0,1300000.0,14400000,214.0,2145.0,2,2
1642699,0.5,pro,1,0.5,noahpugliano,201.0,1300000.0,65800000,474.0,16900.0,1,1
1684435,1.0,pro,2,0.5,jazzidakid,81.0,2260.0,457500,139.0,746.0,17,15
1691779,0.0,neutral,1,0.0,cassidy_scarcee,8.0,917.0,386800,11.0,141.0,1,1
1692515,2.0,pro,1,2.0,anadelrey.xo,354.0,24200.0,1300000,243.0,13500.0,5,5
1708061,0.5,pro,1,0.5,mamagulley,139.0,5870.0,2700000,49.0,5090.0,1,1
1743166,-4.5,con,3,-1.5,chelsealeannrgv,665.0,8468.0,68100,165.0,9888.0,15,5
1743652,1.0,pro,2,0.5,jordanyurrr,162.0,9470.0,1200000,230.0,10300.0,4,2
1749012,0.5,pro,1,0.5,wameyojr,485.0,259600.0,9100000,101.0,5170.0,6,6
1759346,0.5,pro,1,0.5,kashimmy,115.0,18640.0,6300000,136.0,8760.0,13,13
1771623,1.0,pro,1,1.0,exoticleo,120.0,33.0,813,10.0,5270.0,4,4
1806913,0.0,neutral,1,0.0,sabrinabattaglia,45.0,4580.0,1300000,38.0,1470.0,9,9
1827958,3.0,pro,2,1.5,joshuahisoler,691.0,116600.0,5000000,345.0,10200.0,14,7
1828674,0.5,pro,1,0.5,jessicalacyy,173.0,23700.0,1000000,105.0,14200.0,4,4
1832945,0.0,neutral,1,0.0,sweetie_dk,205.0,3340.0,1300000,477.0,5800.0,5,5
1843822,0.0,neutral,1,0.0,charlie_chierchio,78.0,605.0,190500,12.0,147.0,4,4
1862736,0.5,pro,1,0.5,jay2cap,124.0,258.0,132800,13.0,11960.0,4,4
1884188,0.0,neutral,1,0.0,ken...demarteau,28.0,12320.0,5900000,136.0,1000.0,4,4
1909499,0.0,neutral,1,0.0,lavicerenee,22.0,336.0,17100,14.0,2470.0,1,1
1916202,0.5,pro,1,0.5,thejonrobert,5.0,7038.0,382300,9.0,12.0,1,1
1925618,1.5,pro,1,1.5,koreyleraaen,14.0,15.0,1363,14.0,50.0,5,5
1929860,2.0,pro,1,2.0,_emwell,84.0,50400.0,3100000,446.0,12800.0,5,5
1948460,0.0,neutral,1,0.0,kirapleska,31.0,1060.0,451900,23.0,2090.0,5,5
1957295,1.0,pro,2,0.5,elena.denese,27.0,2510.0,952900,11.0,1420.0,6,3
1962402,0.0,neutral,1,0.0,uniqueangel_goddes,999.0,51.0,1073,9.0,2890.0,1,1
1964744,0.0,neutral,1,0.0,rahking,74.0,62.0,1893,2.0,30.0,7,7
1967880,2.5,pro,2,1.25,laysieeeb,411.0,919100.0,35100000,522.0,85700.0,8,8
1973820,0.5,pro,1,0.5,kianaslocum,699.0,151400.0,4700000,139.0,45200.0,3,3
1978112,-1.0,con,1,-1.0,conservadad,88.0,491.0,7814,29.0,785.0,3,3
1987426,0.0,neutral,1,0.0,auroraa_92,369.0,2260.0,335000,161.0,2360.0,8,8
1988075,0.0,neutral,1,0.0,quany1898,14.0,10.0,1622,1.0,168.0,7,7
1988546,0.0,neutral,1,0.0,queenisamama,377.0,552.0,102600,91.0,7720.0,2,2
1990644,0.0,neutral,1,0.0,sweetlifeofebonyjade,87.0,81.0,2549,6.0,73.0,3,3
1995927,0.0,neutral,1,0.0,teesh1111,43.0,45.0,2982,6.0,1030.0,2,2
2009324,1.0,pro,1,1.0,aroundthewayrae,183.0,249.0,26700,17.0,1430.0,6,6
2016966,0.0,neutral,1,0.0,itstaylerholder,180.0,1640000.0,790500000,186.0,366.0,1,1
2031071,1.0,pro,1,1.0,marrissaknockel,34.0,11.0,634,10.0,392.0,3,3
2036508,2.0,pro,1,2.0,lwtc2014,10000.0,9697.0,165100,560.0,6548.0,6,6
2061489,0.5,pro,1,0.5,kameroncarterr,31.0,2280.0,505800,16.0,883.0,9,9
2061616,-4.5,con,8,-0.5625,_project_punisher_,1.0,9330.0,759600,13.0,1850.0,103,40
2068506,0.0,neutral,4,0.0,bigskammer,40.0,4270.0,2200000,50.0,6290.0,4,1
2073630,-0.5,con,1,-0.5,thatshortfemaleofficer,1807.0,168900.0,1000000,736.0,47900.0,7,7
2082060,5.0,pro,2,2.5,starktower1,108.0,2429.0,321900,233.0,64600.0,16,8
2082200,0.0,neutral,1,0.0,lauradelaney,40.0,15320.0,4500000,27.0,812.0,1,1
2091529,1.0,pro,1,1.0,micahidavis,116.0,7569.0,135900,111.0,2488.0,4,4
2093890,0.5,pro,1,0.5,gregalcaro,302.0,123500.0,3300000,424.0,12300.0,7,7
2114082,0.0,neutral,1,0.0,keirraparker,44.0,96.0,2525,10.0,99.0,1,1
2123158,0.5,pro,1,0.5,shawnmoneyy,48.0,5543.0,164900,93.0,568.0,6,6
2129694,0.0,neutral,2,0.0,payne.coffey,98.0,1300.0,147400,,1120.0,11,8
2146021,0.5,pro,1,0.5,dareusbennett,78.0,2100.0,374200,23.0,937.0,6,6
2151900,0.0,neutral,1,0.0,jordanloudermilk,131.0,225.0,46400,40.0,4420.0,1,1
2166740,0.5,pro,1,0.5,camthegreat_,3.0,4170.0,420600,11.0,25.0,7,7
2189434,0.0,neutral,1,0.0,allisoncamile,133.0,29460.0,9500000,86.0,1890.0,3,3
2197521,0.5,pro,1,0.5,ashleynichelle_,27.0,6780.0,1300000,47.0,2530.0,8,8
2222076,16.0,pro,8,2.0,t.amarraaaa,721.0,27900.0,1800000,68.0,45000.0,49,21
2226077,2.0,pro,3,0.6666666666666666,simplytayloor,6.0,1450.0,453700,178.0,1670.0,11,11
2228466,1.0,pro,1,1.0,piddlingplanet,390.0,73000.0,2700000,30.0,66600.0,4,4
2238384,0.0,neutral,1,0.0,jessicamreyes,71.0,359.0,119500,7.0,8030.0,2,2
2248317,2.5,pro,2,1.25,acebking,142.0,1800000.0,94200000,1071.0,16600.0,7,6
2252036,0.0,neutral,1,0.0,captain_shyy,37.0,3550.0,779400,162.0,260.0,13,13
2273146,1.0,pro,1,1.0,jufu,1675.0,3100000.0,78800000,270.0,7991.0,2,2
2278688,0.0,neutral,1,0.0,yourdadmarcus,50.0,16880.0,3800000,54.0,1100.0,5,5
2297081,1.0,pro,1,1.0,chlooebrownn,10.0,115400.0,1300000,84.0,6974.0,13,13
2303882,1.0,pro,1,1.0,christochrisss,156.0,237000.0,7300000,146.0,3194.0,7,7
2304836,0.0,neutral,1,0.0,olivia_grace.0,4.0,3970.0,1100000,18.0,3230.0,5,5
2309179,0.0,neutral,1,0.0,marioulloasepulve,836.0,481.0,114200,50.0,509.0,1,1
2343360,0.0,neutral,1,0.0,__aalyssaa,,507.0,175000,4.0,167.0,3,3
2357514,1.0,pro,4,0.25,shehasnoname0,48.0,538.0,98600,39.0,1640.0,21,15
2369952,1.0,pro,1,1.0,itsromymarie,544.0,694000.0,15700000,760.0,4115.0,7,7
2378175,0.0,neutral,1,0.0,officialqueenbee21410,336.0,214.0,16000,38.0,2320.0,3,3
2418375,1.0,pro,1,1.0,dahveedlewis,201.0,7702.0,591400,183.0,6918.0,10,10
2420180,0.0,neutral,1,0.0,charletriley,51.0,166.0,11400,25.0,290.0,2,2
2433649,2.0,pro,1,2.0,summerlilliann,800.0,6258.0,217600,124.0,30900.0,6,6
2437815,0.5,pro,1,0.5,miafinney,528.0,5100000.0,152700000,275.0,2859.0,1,1
2476964,0.0,neutral,1,0.0,janae_slimm,100.0,1550.0,105800,15.0,762.0,2,2
2483254,1.5,pro,1,1.5,bananas4mango,431.0,105.0,10400,30.0,7177.0,4,4
2486646,-1.0,con,1,-1.0,rowdyroddytyler,814.0,209700.0,8000000,3099.0,23800.0,3,3
2494389,0.0,neutral,1,0.0,paittyn01,59.0,375.0,21300,6.0,2010.0,4,4
2494479,4.5,pro,6,0.75,kingbarack,242.0,1700000.0,47700000,404.0,16400.0,14,4
2496450,0.5,pro,1,0.5,icuffmyjeanss,541.0,490.0,35400,783.0,84600.0,6,6
2497645,1.0,pro,1,1.0,_that.guy2,924.0,52000.0,858400,114.0,14900.0,3,3
2502726,0.0,neutral,1,0.0,samanthaallison,739.0,145.0,7146,8.0,1520.0,2,2
2503680,-1.0,con,1,-1.0,_mafiamade_,6.0,39100.0,299300,65.0,1805.0,5,5
2509879,0.5,pro,1,0.5,mamijuice_,120.0,2220.0,558900,207.0,2310.0,4,4
2523856,0.0,neutral,1,0.0,ansleyspinks,50.0,81290.0,28800000,39.0,2280.0,4,4
2525069,1.0,pro,1,1.0,nathanpiland,3027.0,4000000.0,130800000,1785.0,59800.0,2,2
2527306,0.0,neutral,1,0.0,kayyorkcity,17.0,3020.0,1100000,24.0,224.0,7,7
2536436,-1.0,con,2,-0.5,joie_mk_,143.0,40600.0,297700,38.0,4134.0,18,15
2561772,0.0,neutral,1,0.0,angelsmith7,7.0,2600.0,76500,8.0,222.0,3,3
2561857,1.0,pro,1,1.0,the.weekdayy,24.0,1010.0,682400,32.0,4240.0,3,3
2568374,0.5,pro,1,0.5,meltdownmadi19,462.0,880.0,311500,139.0,19000.0,2,2
2609248,0.5,pro,1,0.5,shelbyannmichelle,600.0,780.0,106400,47.0,4810.0,2,2
2620098,2.0,pro,1,2.0,emoshordy,108.0,4640.0,449800,23.0,1930.0,6,6
2630137,0.5,pro,2,0.25,jeronagreen,998.0,1810.0,365500,55.0,571.0,10,9
2643451,2.0,pro,1,2.0,giavonnaesylnne,948.0,984.0,7373,12.0,20000.0,6,6
2649662,0.0,neutral,1,0.0,pariswood100,50.0,27.0,1199,21.0,3720.0,1,1
2656576,3.0,pro,2,1.5,topnotch_world,427.0,56400.0,585300,321.0,7660.0,9,9
2657535,-4.0,con,2,-2.0,dsully3132,1725.0,3067.0,53700,54.0,5571.0,14,7
2672109,0.0,neutral,1,0.0,ldzz,2.0,2340.0,498700,117.0,412.0,1,1
2673267,0.0,neutral,1,0.0,parisn.falloon,26.0,3.0,265,1.0,219.0,2,2
2674086,3.5,pro,3,1.1666666666666667,karinalopez8,105.0,27000.0,1600000,394.0,51600.0,34,20
2693171,0.0,neutral,1,0.0,karissa1122,41.0,12530.0,4700000,274.0,2660.0,2,2
2698221,0.0,neutral,1,0.0,courtneynicolemoo,12.0,146.0,8032,1.0,108.0,4,4
2711703,2.0,pro,1,2.0,aggiehana,231.0,24400.0,278400,275.0,6588.0,5,5
2715583,0.0,neutral,1,0.0,dylanperoutka,8.0,7650.0,4200000,21.0,233.0,3,3
2719112,0.0,neutral,1,0.0,oliviachinxd,36.0,3810.0,1300000,43.0,1250.0,4,4
2733957,1.5,pro,2,0.75,thechatondachronicles,183.0,2000.0,1700000,80.0,3680.0,17,16
2762838,2.0,pro,2,1.0,strong_password,47.0,143.0,72400,67.0,846.0,6,5
2768288,1.0,pro,1,1.0,daboymar,342.0,8972.0,1100000,122.0,29500.0,6,6
2774445,0.0,neutral,1,0.0,callum_glanville,40.0,2490.0,609900,17.0,138.0,3,3
2780013,0.0,neutral,1,0.0,xoxogeo,46.0,389.0,132600,26.0,2760.0,1,1
2786936,0.0,neutral,1,0.0,sheilabeas,28.0,3570.0,1600000,10.0,10300.0,1,1
2793346,0.5,pro,1,0.5,toni.galindo,45.0,5630.0,1400000,84.0,6780.0,3,3
2797969,0.0,neutral,1,0.0,christinanmeth,3.0,1150.0,239800,2.0,67.0,9,9
2800964,3.0,pro,2,1.5,bandanahannah,189.0,30700.0,888600,109.0,43100.0,10,4
2823351,1.5,pro,2,0.75,xancallihan,1313.0,62500.0,2300000,95.0,4395.0,17,15
2824120,1.5,pro,1,1.5,commonsenseyanis,177.0,29300.0,1100000,128.0,23100.0,5,5
2829914,1.0,pro,1,1.0,yafavoritecouple,21.0,649.0,151700,15.0,395.0,6,6
2838187,0.0,neutral,1,0.0,sheszakiya_,9.0,1900.0,126300,4.0,215.0,4,4
2846243,5.5,pro,4,1.375,jadasisland,2045.0,2480.0,23200,135.0,43100.0,25,13
2846790,0.0,neutral,1,0.0,addierose2,17.0,57.0,3772,18.0,490.0,3,3
2861351,0.0,neutral,1,0.0,dawsynguidry,98.0,1470.0,180400,7.0,3340.0,1,1
2889929,0.0,neutral,1,0.0,kennymal192,39.0,2100.0,212700,21.0,576.0,3,3
2891046,0.0,neutral,1,0.0,tuvellizz,25.0,2290.0,773600,19.0,264.0,4,4
2901366,0.0,neutral,1,0.0,officialau,15.0,130000.0,32100000,48.0,161.0,1,1
2907138,1.5,pro,1,1.5,abigailamara_,186.0,85600.0,3000000,196.0,4835.0,5,5
2907240,1.0,pro,1,1.0,maganmonaghan,819.0,2347.0,37300,134.0,12300.0,7,7
2918968,0.0,neutral,1,0.0,avinetra,199.0,30900.0,7500000,350.0,19200.0,5,5
2927784,0.0,neutral,1,0.0,doriynn,9.0,1140.0,43300,14.0,38.0,3,3
2931275,3.0,pro,3,1.0,jeauxp,199.0,25200.0,3700000,49.0,665.0,11,9
2946235,0.5,pro,1,0.5,brandonkavulich,661.0,3046.0,332400,221.0,11300.0,5,5
2949180,0.5,pro,4,0.125,laynebaca,253.0,14810.0,5700000,65.0,265.0,24,20
2957320,1.0,pro,1,1.0,markellandroxan,75.0,181100.0,5900000,23.0,593.0,7,7
2961785,0.0,neutral,1,0.0,suziedrew,19.0,299.0,30300,5.0,204.0,2,2
2964162,1.5,pro,1,1.5,rachelunderhill,2845.0,705100.0,19900000,471.0,22200.0,3,3
2967892,0.0,neutral,1,0.0,kvnggroyalty,24.0,1840.0,146500,51.0,1200.0,5,5
2974177,1.5,pro,1,1.5,satanichotdogwater,60.0,6093.0,107100,7.0,1647.0,8,8
2974385,0.0,neutral,1,0.0,dreconcepcion,35.0,192.0,15300,14.0,847.0,2,2
2990455,0.0,neutral,1,0.0,tinacrittendon,116.0,136.0,4027,44.0,736.0,1,1
2992510,0.5,pro,1,0.5,okayxxmary,49.0,3312.0,264600,37.0,67400.0,4,4
2994166,0.0,neutral,1,0.0,kimchiid_,18.0,39.0,1168,6.0,98.0,1,1
2999764,0.0,neutral,1,0.0,brookeaandjacob,25.0,110000.0,81200000,92.0,2990.0,2,2
3005128,1.5,pro,1,1.5,mxlaya,350.0,1258.0,21800,85.0,8142.0,2,2
3010677,1.5,pro,1,1.5,saydithelady,465.0,52.0,1507,4.0,2680.0,3,3
3012486,0.0,neutral,1,0.0,jasmine.puleo,272.0,50.0,6915,19.0,2680.0,1,1
3040839,0.5,pro,1,0.5,kcarter28,100.0,25.0,1553,8.0,830.0,8,7
3041956,1.0,pro,3,0.3333333333333333,evamichelles,94.0,158.0,24200,26.0,421.0,8,5
3063409,-2.0,con,2,-1.0,roscothepooch,901.0,2957.0,55700,224.0,1716.0,20,15
3084712,0.0,neutral,1,0.0,aisha.keenyaa,38.0,2840.0,544800,33.0,2660.0,4,4
3084795,0.5,pro,1,0.5,wtfricky,941.0,1400000.0,81100000,-472.0,97700.0,2,2
3086207,0.5,pro,1,0.5,mr.nesmith,173.0,53100.0,837700,45.0,14400.0,3,3
3108663,0.0,neutral,1,0.0,macynicolewalker,22.0,30830.0,5300000,72.0,208.0,1,1
3111408,0.5,pro,1,0.5,strawberriimelktea,621.0,3330.0,171700,56.0,6110.0,5,5
3119082,1.5,pro,1,1.5,itsselmo,124.0,400000.0,288000000,217.0,903.0,2,2
3122581,-0.5,con,1,-0.5,hart_2002_2,1002.0,6392.0,130900,124.0,40600.0,6,6
3123884,3.0,pro,2,1.5,jayda_marie_,448.0,5689.0,798900,105.0,16400.0,10,5
