user_id,no_of_videos,no_of_hashtags,no_of_unique_hashtags
6765209222949209093,1,15,15
6756654865769137158,1,6,6
1194931,1,2,2
6784434728126497798,1,5,5
6806013856823051269,1,9,9
6764550941237691397,2,8,5
6683279835605844998,1,3,3
64353672431681536,1,12,12
6780094028903351301,1,1,1
80606741503053824,1,5,5
6815375860633551877,2,11,8
6815219515111916549,1,10,10
6766323656308605957,1,5,5
6545686844187612160,1,3,3
6704243214196900869,1,7,7
187428911780270080,1,2,2
6829306016854393861,1,3,3
6692387330928182277,2,14,14
298409490364649472,1,5,5
6785035968187433990,1,13,13
6752974644531938309,1,4,4
19207358,2,10,7
764706,1,4,4
6863862917583963141,1,3,3
6770432561497113605,1,10,10
6794800829880402950,1,9,9
6741480625964172294,1,4,4
6753991411870336006,1,6,6
6828022408730903558,1,3,3
6764200948639482886,1,8,8
6774768102767035398,1,6,6
6665763415640719365,1,9,9
6731457439419745285,2,8,8
6803762949850498049,1,3,3
6788618379239375877,1,3,3
6791632014628176902,1,10,10
6759573147937113093,1,2,2
6650499310944829446,1,3,3
6595408577368195077,1,5,5
6548374724686512129,1,9,9
6638860750255947782,1,3,3
6786634070908945414,1,3,3
6807206280618787846,1,5,5
6808543145204433926,1,5,5
6681831557295244293,1,5,5
6793368240896148485,1,5,5
6808292995914662918,1,2,2
4782264,1,7,7
66026649103687680,1,6,6
6844054158188217349,1,14,14
6715912085467202565,1,4,4
128611705626079232,3,9,6
62500537849384960,1,13,13
6885798582030730242,1,2,2
172043773554794496,1,1,1
6709396209197925382,1,2,2
6806579554946237446,1,10,10
6787130607320876038,1,4,4
6817133473536984070,1,4,4
6845513869462094853,1,10,10
101157945677139968,2,8,4
6822698658594800646,1,4,4
6763601148718416902,1,13,13
129422673561985024,1,3,3
6814080292665197573,1,3,3
6597064313340592133,1,1,1
6866640122176160773,1,11,11
6788177106854675462,1,6,6
12800477,1,15,15
6742498576603743237,1,8,8
6735556503640245253,1,6,6
6743983945002746885,1,3,3
6861270431425954821,1,2,2
6808870695172080641,1,7,7
6648743001887260678,1,4,4
282687933369937920,1,10,10
6755870884366337030,1,5,5
6808659636238353414,1,4,4
3108663,1,1,1
6712900499463472134,1,3,3
78349393396908033,1,6,6
6786802681651758085,1,7,7
6787596944014410758,1,2,2
6837424084923630598,1,11,11
6780895815066993669,1,5,5
6817864184840324102,1,9,9
99732646187925504,1,4,4
6806782730472326150,1,4,4
75879163001180160,1,5,5
6798148956083454981,3,27,17
6838678614545646598,1,6,6
6768923290805355526,1,11,11
147428286535663616,1,6,6
6809281382147572742,1,10,10
6719572476803171334,1,6,6
194888629637427200,1,9,9
6866422017873150982,1,6,6
6773035763669156869,1,15,15
6768870011509933061,1,10,10
6661016415288623109,1,7,7
6787686182542803973,1,3,3
6679896806589154310,1,14,13
6652522762115137541,1,4,4
6851772398446887941,1,20,15
6806988260527735813,1,4,4
6626812751862398982,1,8,8
6645666869385035782,1,3,3
26553982,1,6,6
6817683837263381506,1,5,5
6696928822850143238,1,3,3
6619372656549445638,1,7,7
94326190840164352,1,1,1
6807578863305131010,1,18,18
6813559618888320006,1,5,5
6773426429393667077,1,2,2
6810973825569686529,1,4,4
6801981420543427590,1,11,11
6795143337358115846,1,11,11
240613186947678208,1,12,12
6785227965523870726,1,9,8
6782986155093672965,1,7,7
6884678863064122373,1,3,3
121279874303983616,1,2,2
6844914919988216838,1,12,12
6840125306650821637,1,14,14
6614839154306973701,1,7,7
6815386252268323845,1,4,4
6743495956254426118,1,5,5
6764432598644507653,1,15,15
6809764346466911237,1,14,14
6608911158244065282,1,5,5
6798883845019681798,1,5,5
6565910247206158342,2,4,3
6597748388930256902,1,6,6
117807558261694464,1,14,14
6767580441152701446,1,4,4
131487258783723520,1,10,10
6808625981801710597,1,5,5
168938039333748736,1,2,2
6821910813089416197,1,3,3
6780373429918188550,1,5,5
6742234192317105158,1,4,4
6679524666103186437,1,8,8
6809688127004312581,1,2,2
57216757895049216,1,4,4
242756757104545792,1,2,2
6650149787683782662,1,4,4
1957295,2,6,3
6807148574746919941,1,2,2
6792333472796115974,2,14,7
6777391754767696902,1,1,1
289815239599230976,1,1,1
6803573570384512005,1,5,4
6797984721676174342,1,5,5
6774182274142307333,1,5,5
6774766734580335621,2,14,7
6774603522250376197,1,6,6
6778961897380692998,2,3,2
6810539548247852037,1,2,2
6710738335575655429,1,5,5
6690104302764409861,1,2,2
6854878237496509446,1,3,3
236373812911480832,1,5,5
6672539338423944198,1,6,6
6728105139754370053,1,1,1
6821264036337927173,1,2,2
6801235352784126977,1,3,3
6790910815497405446,1,10,9
6651268480703135749,1,2,2
6789918998278013958,1,6,6
6815959944875230213,1,1,1
6804062729088189446,1,3,3
6774362378684793861,1,3,3
6562206677129510918,1,3,3
6801540737764361222,1,1,1
6625198217490759685,1,1,1
6796642577925915653,1,4,4
6807268026506724358,1,1,1
6796107088457401350,1,1,1
6717700321819722758,1,3,3
6745481720014029829,1,1,1
6830505125150180358,1,1,1
6767901822600758278,1,1,1
6689907833389466629,1,1,1
6584073633718829062,1,1,1
6828716135144637446,1,1,1
6819576153545032710,1,1,1
6762690204119155713,1,1,1
6819873832553153542,1,4,4
6826523644224865286,1,1,1
6821991726522401798,1,1,1
6673593769915646981,1,8,8
6601504583510622213,2,5,4
6596666670726217734,5,38,20
6617102888747565062,1,12,12
6817870701509313542,1,9,9
6598731725583548421,1,1,1
6606046182139953157,1,12,12
6745597947512210437,2,6,4
190740844935737344,1,10,10
78658488763060224,1,1,1
6807968028015772677,1,5,5
6699834153838724101,4,26,15
6693290429013050373,1,1,1
6813070825470870533,1,1,1
6743755177570960390,1,3,3
6561806924688769030,1,2,2
6755553890081424390,1,1,1
6810911684879926278,1,8,8
6626523267166109702,2,13,12
6804302215491224581,1,2,2
109483644318048256,2,15,10
6820578367344083974,1,5,5
6733938647844520965,1,7,7
6578631018152296454,2,7,6
6639012823501717509,1,1,1
6655127676162785286,1,1,1
6610392560475897862,1,4,4
6633692545481506822,1,3,3
6751190815756649477,1,1,1
6671028240483008517,1,2,2
6550045285002248201,1,3,3
6649195785797926917,1,9,9
6632179327089262598,1,1,1
6606110240202145797,1,6,6
6532036314429145089,1,6,6
6656556515061596166,2,12,11
6606425727113150469,1,2,2
116381506591133697,1,1,1
6757327981758923782,1,10,10
6681450814491886597,1,1,1
6669414780820897798,1,8,8
6607747271508639750,1,1,1
6570829213208854533,1,1,1
6744763845472650245,1,4,4
6791342043912111109,1,4,4
6775613963209835526,2,9,8
6553254256634254351,1,5,5
6572328357432786949,1,9,9
6670689957014110214,2,8,7
6591215807966642182,1,5,5
6806154452153140229,2,7,6
6801892068555703301,5,42,21
6720275066578404358,1,9,9
6787074864542286854,1,15,15
6815391533577110534,1,7,7
82218581765025792,1,2,2
6798247478170665990,1,1,1
6613066188490014726,1,6,6
6578177698995240966,1,4,4
6645318974400004102,1,3,3
6603879768629329926,1,5,5
6609568796050079749,1,2,2
6805617853074785285,1,2,2
6562308147729563654,1,2,2
6809261363777864709,1,7,7
6693603734930441221,1,3,3
6567795056596598790,1,1,1
6581480669254500358,1,1,1
6577457427925712902,1,2,2
6746266695022117893,1,2,2
6809405956787880965,1,10,10
6725892024045159429,1,4,4
6618872617280913414,1,10,10
6802565632560382981,1,3,3
6810426436785587206,1,2,2
6787910379772298245,1,4,4
6781103797932508166,1,4,4
6638032508838035461,1,6,6
6589445959850328065,2,2,1
6620202763216601094,1,10,10
6516286460126041088,1,2,2
224415221119983616,1,1,1
6774847995264631813,1,2,2
6765980398818821126,2,3,2
6540611118933480463,1,4,4
6592547330103541766,1,1,1
98006821470162944,1,2,2
6630377764732518406,1,2,2
6562394955263590405,1,1,1
6797555315568788486,1,12,12
6746488798543561733,1,3,3
6662424473520553990,1,2,2
6798295031176692741,1,5,5
6759590663262848005,1,1,1
6769662361789465605,1,2,2
6663076508314517509,1,1,1
6593022357865955334,1,1,1
118134772727537664,1,2,2
6740375386137838597,1,3,3
155073702978748416,1,1,1
6809020769777091590,1,6,6
6808612075565745157,1,3,3
6656193706699997189,1,4,4
6729295491929326598,1,2,2
6712522054527042566,2,8,5
6545468921338663951,1,2,2
6816828069710627845,1,1,1
6698878965530117125,1,7,7
6611393178035634181,1,2,2
6819430996250395654,1,9,9
6674190397168370693,1,9,9
6564412651123310597,1,1,1
6652522202003783685,1,4,4
6606024977135960069,1,6,6
6807447199987876869,1,1,1
6738502241559823366,1,4,4
6813545899302716421,1,1,1
6809417403282408453,1,5,5
6649526583966285829,1,3,3
6561042869884715014,1,1,1
6556717894180208646,1,1,1
6770657485914653701,1,5,5
6657658146754035717,1,3,3
6794068944530850821,1,6,6
6738606344133936134,1,3,3
6707800302945436677,1,2,2
6612319065070665734,1,11,11
6716588727501030406,1,2,2
6590797250821292037,1,6,6
6522269161493594122,1,9,9
6668095765729034245,1,5,5
6673785970883838981,1,4,4
6620779159473897477,1,2,2
6801737777119429638,1,1,1
6781125370109379590,1,2,2
101813440293285888,1,8,8
6621209528871387142,1,2,2
6639746496705675269,1,12,12
6789268766124672006,1,4,4
6806817102545601542,1,2,2
6562866869991505926,1,1,1
281326336978108416,1,2,2
6776430933413659653,1,6,6
6571916160592625669,1,3,3
6653221216205979653,1,1,1
6801580790754870278,1,2,2
6738424999721600005,1,4,4
144763661994225664,1,2,2
6806469528324785157,1,2,2
6810925826470429702,1,6,5
101774817208541184,1,2,2
6545823615912771594,2,14,12
6640539968728416261,1,1,1
6810537018302022662,1,7,7
6775635386503136262,1,2,2
6648418010669481989,1,3,3
6667942391405641734,1,1,1
6777497144419386374,1,1,1
6722534114141160454,1,2,2
6820117810975671302,1,7,7
6687625248135644165,1,1,1
6698482315221517318,1,1,1
6640843376085090309,1,4,4
6754068471506994182,1,3,3
6811583112817820678,1,1,1
6574070084624433161,1,4,4
210415325593653248,1,8,8
6813551589127914502,1,1,1
214002464931598336,2,24,21
6677983520269009926,1,2,2
6757903200726205446,1,11,11
212837450770173952,1,5,5
6809490581410366469,1,6,6
74804278892036096,1,4,4
6666591919483207686,1,2,2
6654347013184143366,1,1,1
6819727594638099461,1,2,2
6728581294085374982,1,9,9
6780364876054512646,2,5,4
6788381333518861318,1,9,9
6795990477893207046,1,3,3
6634637903329312773,1,2,2
6814464111339766789,1,2,2
6606240060080439301,1,2,2
170860237808144384,1,2,2
6796189661721494533,1,5,4
6814610541052969989,1,2,2
6674204456518108165,1,3,3
6562225430262284294,1,10,10
6807186279290946565,1,1,1
6800836470531064837,1,9,9
6507793816630951945,1,4,4
6574180294029475846,1,2,2
6804594025018983429,1,2,2
6661169243797848069,1,4,4
6635043548663169030,1,1,1
6735833235366380550,1,3,3
6781222621574448134,1,5,5
6587253944073895941,1,5,5
6811054131333596165,1,1,1
6785574282539631621,2,5,4
3164286,1,3,3
6717110537086780421,1,2,2
115408115914698753,1,1,1
6799642028131369990,1,2,2
254923814919159808,1,2,2
6733755444609926149,1,4,4
6734229612555142150,1,5,5
6803114454470181894,1,7,7
6811306811074446341,1,8,8
6622407611177402374,1,1,1
123759263411298304,1,2,2
6582882837145174021,1,2,2
228093435650412544,1,2,2
6743729822551524357,1,2,2
6569447790447034374,1,1,1
6751402874858849285,1,5,5
6790708161256834053,1,10,10
6668241166864367622,1,1,1
6801884461551289350,1,7,7
6731376633951372293,1,11,11
6661707590332219398,1,2,2
6822586580574684165,1,5,5
6604929331251511302,1,4,4
6708418859315545094,1,8,8
6817610296703796229,1,2,2
6702954192762668037,1,1,1
6804435747165193221,1,1,1
6649601179020935174,1,4,4
6728841269664007173,1,5,5
6816554555452097542,1,8,8
6647337281261436933,1,5,5
13913119,1,1,1
6803856847701033990,1,8,8
6797387602368136197,1,3,3
6646912380645818373,1,1,1
319622875160702976,1,10,10
6640769611573837829,1,6,6
6525194766995444751,1,1,1
6635422287787212805,1,8,8
6599250125678886918,1,3,3
6700714751187665926,1,2,2
6811198197102003205,1,1,1
6820856731746452486,1,6,6
6805380602427704326,1,6,6
6732544639162713094,1,1,1
6707160633340855301,1,1,1
6811567184638231557,2,14,10
6806541065291858949,1,1,1
6823142041036899334,1,2,2
6804483709137060869,1,2,2
6653556172971720710,1,1,1
6648287697474355205,1,1,1
6751381778042766342,1,4,4
6747016522818405382,1,2,2
4267734,1,2,2
6786423650586461190,2,2,1
6627912459670044677,1,2,2
6651335942483853317,1,4,4
6802249800420262918,1,1,1
6775976961580975110,1,1,1
6528254402828964864,1,1,1
6837583526192677894,1,12,12
6610174134512156678,1,1,1
6807463214503281670,1,9,9
6793515524007937030,1,6,6
6557788465240113158,1,1,1
6746162818423194629,1,2,2
6589783721107292166,1,2,2
6652143011709747205,1,5,5
6799386642799068165,1,4,4
6810134253108757510,1,4,4
6788241018946192390,1,1,1
6742875084065227782,1,3,3
6796845886859346950,1,1,1
6780262161337336837,1,13,11
6631722432674856965,1,1,1
6695149358302741509,1,4,4
6763823890083922949,1,1,1
6805387793498932229,1,1,1
6845002976969819142,1,1,1
6775666259483083781,1,2,2
6803924232332051461,1,1,1
6566694901198667782,1,5,5
6546221437147943936,1,2,2
6821164149289862149,1,3,3
6826925609932604421,1,3,3
6795741505883538438,1,2,2
6727392793683641349,1,1,1
6599345337578668038,1,2,2
6706703462074205190,1,5,5
6773849740625249286,3,24,8
6568191111012810757,1,2,2
6692421412700931077,1,2,2
219866842268540928,1,3,3
6627215887173025798,1,1,1
215319562240679936,1,7,7
91698826125705216,1,3,3
6613390200914853894,1,11,11
182233007557083136,1,7,7
223334495335301120,1,6,6
6785969237212693510,1,1,1
6760308539225375750,1,2,2
6802270557401940997,1,4,4
24755493,1,2,2
6803118749911565317,1,7,7
6518038373414736911,1,4,4
247658338124156928,1,1,1
6667222481038114822,1,1,1
6805688513252049926,1,6,6
6645079872370835461,1,1,1
6532087082448322562,1,2,2
6688471877092279302,1,1,1
6784298021355586566,1,6,6
6625260954786136070,1,2,2
6860601667310912517,1,9,9
6625433705610706950,1,1,1
174088918982631424,1,3,3
6823251818895885318,1,1,1
149289692515991552,1,4,4
6643194532182949893,1,5,5
6769010182174540806,1,6,6
117435457277181953,1,7,7
28631681,1,3,3
6733337442299282437,1,10,10
6665032425708339206,1,1,1
6682854743730504710,1,7,7
6750352208711926790,1,5,5
6860100389049844738,1,5,5
6612166610458755078,1,4,4
6808600688849126406,1,4,4
192626895560011776,1,1,1
6649999100194504709,1,4,4
6821426966223979526,1,1,1
6815094363031913478,1,3,3
6811373983658509317,1,1,1
6780621903230616581,1,2,2
6683505044153811974,1,4,4
6757701868195218437,1,1,1
118165034618224640,1,5,5
18973812,1,6,6
6685465082049135622,1,1,1
6783102552596907013,1,6,6
6687409082050266118,1,1,1
6593910273776943110,1,2,2
6704369705770337286,1,1,1
6722874674542707717,1,5,5
6731679263911216134,1,1,1
6562080951559258118,1,2,2
6874218933550253058,1,1,1
60881494889467905,1,1,1
6716456115721716741,1,1,1
6544284975976420352,1,2,2
56964937377382400,1,6,6
6639775709596614662,1,1,1
6813068666294666245,1,1,1
6774178876744565765,1,1,1
6625624864898383877,1,1,1
6600425381533614086,1,1,1
6814879512447190022,1,8,8
122231402275717120,1,1,1
115424949590183936,1,14,14
6677343307133699078,1,1,1
6666194979746086918,1,5,5
27784468,1,1,1
6759393494383330310,1,1,1
6532040731400339457,1,5,5
148267404345778176,1,7,7
6641236981743747077,1,1,1
6667516960744374277,1,1,1
6663254247938801669,1,1,1
6698126755646112774,1,1,1
6680908028948087813,1,1,1
6761873243429258246,1,1,1
6798082954309960710,1,1,1
6725993710818001925,1,1,1
6573401968214605829,1,1,1
6743444776618656774,1,4,4
6676542145313571846,1,6,6
6801949896234648581,1,1,1
6692912019069322245,1,1,1
187431332413571072,1,3,3
6536521653436814336,1,1,1
6749262212130817030,1,1,1
6737675677430006789,1,1,1
6675525507121824773,1,1,1
6822755217906385925,1,3,3
6673206704568992773,1,1,1
6610088066563538950,1,1,1
6583786941992009733,1,1,1
6832363825251091462,1,3,3
6727025743760950277,1,1,1
283047937713209344,1,2,2
6668436889378488325,1,1,1
6755193284304389125,1,3,3
6806716863364695046,1,1,1
6774633420175705094,1,6,6
6589781704817557509,1,1,1
6770145042742428678,1,1,1
6700916868846568453,1,4,4
218036601774518272,1,2,2
6562995367116455942,1,2,2
6709239712386647045,1,2,2
6692489603256452101,1,1,1
6836118732973933574,1,1,1
6819500836227843078,1,3,3
6776089394732712966,1,1,1
6665516380944924677,1,1,1
6754515234318959622,1,1,1
93585206225293312,1,3,3
6718256030210245637,1,1,1
6704783945639216133,1,1,1
6637945553186160645,1,1,1
6559704716740198405,1,1,1
6779217332595098629,1,1,1
6774568439351067653,1,1,1
6799433428985332742,1,1,1
165901026292768768,1,2,2
6878024648971371526,1,3,3
6548182361409880070,1,1,1
6777162743889265670,1,1,1
6774364021803271174,1,1,1
6657640892487663622,1,2,2
6735870646582313989,1,1,1
6765680931715171329,1,5,5
6670977734317965317,1,1,1
6810710864544302086,1,3,3
6725977672029471750,1,1,1
6636514417989926917,1,1,1
6666412194114273285,1,1,1
6552994336727597062,1,1,1
6806077043307430917,1,3,3
6542623222179828751,1,1,1
6631608681086320646,1,1,1
6580015733001486342,1,1,1
6642073612857016325,1,1,1
6637623217002545158,1,1,1
6614204257187004422,1,1,1
6563122478457536518,1,4,4
6712494233146950661,1,1,1
6601559050088595462,1,1,1
6710404633301206021,1,1,1
6776863495315244038,1,1,1
6780132715262968838,1,1,1
6762327661240796165,1,2,2
6774893343676908549,1,3,3
200122201063260160,1,1,1
6744743905823425542,1,1,1
6656394069953249285,1,1,1
6807559696472966149,1,1,1
6718347096095736838,1,1,1
6675353555534447621,1,1,1
89358012754128896,1,1,1
6689187085809009670,1,1,1
6709474377401025542,1,4,4
6601776044843319301,1,1,1
6636006872787075078,1,1,1
6586658959864020997,1,1,1
6770502782954882053,1,1,1
6663454706617745413,1,5,5
6529958793231471616,1,6,6
6783866022999950341,1,4,4
6840261972756431877,1,3,3
67606804481863680,1,2,2
6774403125181711366,1,1,1
6532092360279457794,1,1,1
6778156180022182917,1,1,1
6731050672277980166,1,1,1
117425012675895296,1,1,1
6717871626870244358,1,1,1
6816438739470042117,1,1,1
6677895236322935813,1,1,1
6741729266361336838,1,1,1
6796466377383363590,1,3,3
6783852285393159173,1,1,1
114851142236295168,1,12,12
6672502856362525702,1,1,1
6791105495354246150,1,1,1
6781894327473832965,1,1,1
6638659295209406469,1,2,2
6803840302152713222,1,1,1
6792724659114542085,1,1,1
6536381381725918223,1,1,1
6780014998171304965,1,1,1
6774775983452931077,1,5,5
6575827850083368966,1,2,2
6810401390881866758,1,2,2
6799081690636977158,1,1,1
6809049143198745606,1,1,1
6593061385965813765,1,1,1
6645033578810540037,1,1,1
6581565690220740613,1,1,1
6580758044878192645,1,1,1
6711049094875726854,1,1,1
6709465746768774149,1,1,1
6684845789326296070,1,1,1
6781147154779980805,1,1,1
6559838542359773190,1,5,5
6807069636946150406,1,1,1
6584642892655034373,1,1,1
6611482075856371717,1,1,1
6631288653459341318,2,5,4
6790462447436678150,1,1,1
6802755063778411525,1,1,1
6717761651737576454,1,1,1
6780550871610983429,1,1,1
6722212884196475910,1,1,1
6823901682826937349,1,1,1
6753393015790601222,1,1,1
6786840471416439814,1,4,4
6552391599941615621,1,1,1
6829118322715575301,1,1,1
6558939057982947333,1,1,1
6811579067012924422,1,1,1
6823555167407145990,1,1,1
6691519658334061574,1,1,1
6810185722160022533,1,1,1
6673215882984702982,1,1,1
6569278685747658757,1,1,1
6622022456835407878,1,1,1
6706857582538408966,1,1,1
6727364702176969733,1,1,1
6616334576552181765,1,1,1
6801929554195252230,1,8,8
6621060549470142469,1,1,1
6801877945930843142,1,1,1
6795678266466649093,1,1,1
6562053609106063365,1,2,2
6738561445410178053,1,1,1
6751099447205446662,1,2,2
6619735485370056709,1,1,1
6783792541205611526,1,1,1
6784844661955757062,1,1,1
6630131294075797510,1,1,1
184613321629810688,1,1,1
6606365581992738821,1,1,1
6591459152266461190,1,1,1
6678060775410140166,1,1,1
6827463781414831110,1,1,1
6781514304668861445,1,1,1
6774103130000884741,1,1,1
6725866403381117957,1,1,1
172171848137281536,1,4,4
6655066862018560005,1,1,1
6709237398226551814,1,1,1
6729329123808838662,1,1,1
6802020496529753094,1,1,1
6820169030080742406,1,1,1
6821231874648966150,1,1,1
6798266272154141701,1,1,1
6804194595398190086,1,1,1
6639803628909821957,1,1,1
6807961682468586502,1,1,1
6733289864093320197,1,2,2
6780805210882851845,1,1,1
6793127087084733445,1,1,1
6628702381712621573,1,1,1
6695527242418570245,1,1,1
6813449637443601413,1,2,2
6739615600609641478,1,1,1
6661000034039447557,1,1,1
6826439811365094406,1,1,1
6810787217964680197,1,1,1
6718913890385183750,1,1,1
6692753131786961926,1,1,1
6723358531377087493,1,1,1
6570622752812908549,1,1,1
6770293708287165445,1,1,1
6755543189534770181,1,1,1
6783281347836118018,1,1,1
6774080113005937669,1,1,1
6617213855624626181,1,1,1
6781039845911397381,1,1,1
6739050309250057221,1,1,1
6795255588467459078,1,1,1
6632846742268346373,1,1,1
6706199216639329285,1,4,4
6580040922296664070,1,1,1
6763056288139494406,1,1,1
6609773055349669894,1,1,1
6829852658497913861,1,1,1
6702452244787758085,1,1,1
6570030463586615301,1,1,1
6834606968876549125,1,1,1
6821265508740154374,1,1,1
6631724163953262598,1,1,1
6706889040900031493,1,2,2
86217948788346880,1,1,1
6666131754975313925,1,1,1
6774406739804914694,1,1,1
6807008432324314117,1,1,1
6591947893753282565,1,1,1
6747463988416480261,1,1,1
6682139259771077637,1,1,1
6667019178241114118,1,1,1
6591057985550942214,1,1,1
6797904571735098373,1,1,1
6762423428542202886,1,1,1
6689537779464897541,1,1,1
6814308379340325894,1,1,1
6682103883080139781,1,1,1
6780932383060689926,1,1,1
6712188080147072005,16,57,11
6654347804955213829,8,30,7
6819036621419578373,2,3,2
6724369824586269701,1,3,3
6709461785152766981,5,24,11
123893311202848768,1,1,1
20770200,1,4,4
6614251820670746630,1,6,6
6705948212908557317,12,102,29
6725132036673307653,1,3,3
6643810131073417222,1,1,1
6791242731559437318,13,109,43
6784794232781800454,1,1,1
6651069339779465221,2,7,7
6532019606234644481,1,3,3
6774563642941195269,1,3,3
209564477401309184,1,7,7
6616609663009308678,2,11,8
6601563943486111750,1,1,1
6595276294820036613,2,3,3
6656098016343621638,1,2,2
6730776694586672133,1,1,1
208795834552012800,3,14,7
6826406699684873221,1,4,4
6604514813908680710,1,2,2
163069478149210112,1,7,7
28779649,1,3,3
6848683185468277765,1,1,1
6736347546363708422,1,2,2
6564067463541571589,1,7,7
6800861740789154821,1,7,7
6647706165555019781,3,21,6
52648539780042752,1,7,7
6820414684421948421,2,10,5
6731315878232982533,1,1,1
6764222284493931526,1,3,3
27889606,1,12,10
184166773339017216,2,8,8
6694382863036793861,1,5,5
6648739732237287430,1,4,4
6711828879995536390,1,1,1
6800172480973915141,1,7,7
6649889447594721285,2,3,2
6792355297022444550,1,5,5
6766127365439816710,1,5,5
6677669231745631237,2,16,10
135227410467266560,1,7,7
6578265136426631173,3,15,5
55531950970535936,1,4,4
6641055089015144454,1,3,3
6763761345723106309,1,2,2
6661431714994356229,5,35,15
6603813859952836613,1,3,3
6829518464832046085,1,3,3
6817254882102985734,1,6,6
6596377344339345413,1,4,4
6633973840438509573,1,4,4
6704978525353149446,1,5,5
6606752091485601797,1,9,9
6577074847117443078,3,11,7
6641988785586405381,1,8,8
6834725114174391301,1,2,2
6658771903647596549,1,1,1
21521992,1,5,5
6737036573752427525,3,19,16
101554343438422017,3,19,15
6729871657526346757,1,1,1
6561875782528237574,1,5,5
8183610,1,4,4
6740601946103727110,1,3,3
6711950503514997766,1,1,1
23874715,1,7,7
6755674578113250310,1,1,1
7760097,1,2,2
6851276177240228869,1,8,8
6734396706107294725,1,2,2
6670190320837427205,1,5,5
6781765083305853958,2,13,7
9557443,1,2,2
59850091238281217,1,6,6
6813394602562520070,1,5,5
7165538,2,5,5
6812715405829211141,1,3,3
6808959984169387014,1,1,1
6798857832088896517,1,4,4
6588992243666518022,5,27,14
6806476152099062789,1,5,5
217363366254919680,1,4,4
6840316800942916614,1,1,1
6844144365209043973,2,10,7
6659851729649909766,2,10,7
6732888799972377606,1,1,1
6553459845902237701,1,3,3
6806729816306500609,1,8,8
6801529162092839942,1,1,1
6717544996255384581,1,4,4
6570391377946673158,1,5,5
6686246591843877893,2,5,4
6779531136978600966,1,4,4
6804889467369063429,2,2,1
6670355904552271877,1,4,4
18235874,1,1,1
6731938590056678406,3,16,13
6774273544421327878,1,6,6
6809444840695497733,1,1,1
6744765002232087557,1,2,2
6571199924556578822,1,2,2
6567119216923033606,1,1,1
6579290106120667142,1,4,4
6681303569260233734,5,24,13
6706645481809888262,1,1,1
6746010669290652678,1,11,11
6824687595315725318,2,10,10
26898838,1,3,3
6657268080902864902,1,4,4
6833596602600604678,1,1,1
6833914173615195141,1,7,7
6532029625957105665,1,6,6
6725079254567207942,1,7,7
121222994764410880,1,3,3
6844155327316837381,1,8,8
6825272962892973062,3,20,17
6807928618427384838,1,4,4
56972931171360768,1,1,1
6711128046173357062,1,1,1
1135326,1,1,1
6760472690362844166,1,6,6
6804180983093920774,1,14,13
296959741287665664,7,22,8
6700247056684188678,1,6,6
6725889746248680453,1,2,2
6805564519332709382,1,1,1
6721851889593910278,1,1,1
6841736987839661061,1,13,12
6677324789290419206,1,1,1
6811594311671841798,1,9,9
6649957389837844485,1,2,2
6803588727543481349,4,30,23
679995,1,6,6
6753163698997445637,1,4,4
6820751268073210885,1,1,1
6645116068166467590,1,4,4
6582574911662571526,1,5,5
6831904352938443781,1,5,5
12466515,1,4,4
131933606771351552,2,10,8
6541967152751837190,1,1,1
6833606257010820102,1,5,5
6792628221449913350,1,5,5
6844062659362604037,1,7,7
106945266645127168,1,1,1
6834095182561215494,1,9,9
6846303183187526661,1,5,5
6747756099183903750,1,3,3
6634024659841286150,1,9,9
62601839711416320,1,6,5
6579656353874132997,1,5,5
6833845862662325253,1,1,1
4803656,1,3,3
6843635137793278981,1,2,2
10146369,1,3,3
6724805583436432389,1,7,7
6807703903976768518,1,9,9
6696670413366084613,1,2,2
6734493327331083269,1,4,4
6648889885157638149,1,3,3
6804701305857164293,1,6,6
6809086246734005253,1,4,3
6828377308970189830,1,6,6
6703625569710064645,1,3,3
6614117511544848390,2,4,3
241871936249634817,1,4,4
6798635522447344646,1,6,6
6687255840669910021,2,16,11
6602052245323055110,1,3,3
6769366963086312453,1,6,6
6832080531803489286,2,11,10
6850687301031527429,1,2,2
6791955911093568518,1,9,9
6748826403300688901,1,7,7
267186957020049408,1,4,4
6745963108672390149,1,1,1
6760140982757819397,1,4,4
6726207749136581637,1,6,6
8962286,1,7,2
6804251845579932678,1,5,5
6792223104787940357,1,1,1
6847177731474752518,1,2,2
25843487,1,5,5
6793355854021231622,1,1,1
7708458,1,6,6
187487308055785472,1,1,1
6670155553019052038,1,1,1
6601975606430433285,3,17,9
6644717747820740613,1,1,1
6727046826916168709,1,7,7
6530333530294064128,1,1,1
6648780099373334534,1,3,3
6749307290522895366,1,8,8
167149058636079104,1,4,4
99047551487660032,1,2,2
6803196979642401798,1,5,5
6764441912994513925,1,6,6
6718169352107279365,1,6,6
8135359,1,4,4
6714336042449830918,1,7,3
6813988125912892421,1,5,5
6740691244932170757,1,2,2
6562303619495985158,1,1,1
98886901176143872,2,12,10
6792826024956150789,2,12,9
6841626446189708294,1,1,1
5443263,1,5,5
6793092148038157317,1,5,5
6851424068458267654,1,1,1
6847323188242678789,1,1,1
6790559225086362629,1,5,5
6775186460671083525,1,7,7
6629108881333633030,1,4,4
104428804802064384,2,7,6
6622426625445920773,1,3,3
6775082652476785670,1,1,1
