user_id,no_of_videos,no_of_hashtags,no_of_unique_hashtags
6863568886757213189,1,1,1
6831208571490239494,3,20,11
3791724,1,8,8
6654057121304330246,1,9,9
6862684609734706182,1,7,7
6792346110964483077,1,4,4
6611535962454704133,1,1,1
6878029480641332229,1,10,10
6825878625750942725,1,3,3
6586937106383110149,2,9,7
128233976254820352,1,4,4
229875535294734337,1,6,6
6609769067492818950,1,3,3
6593710266893713414,2,12,7
6659699422311694341,1,2,2
6730395421862102021,1,3,3
6762915748407985157,1,5,5
6807145115632370694,1,3,3
6774510028818859014,1,4,4
6812722243626402822,1,1,1
6870038722965193734,1,2,2
6653477557533687813,1,3,3
6879160871227802630,1,9,9
6754472421460214790,1,2,2
6838643499786863622,1,7,7
6814176774437061637,1,4,4
6798933794084766726,1,16,16
6815527126923379717,7,25,15
6780369377382499333,1,3,3
19014189,1,6,6
6794556757168800774,1,2,2
6576248168752201734,1,1,1
6640900270568030213,1,3,3
6667499559252049925,1,4,4
6801838222121927685,1,8,8
6806818919861928965,1,11,9
6826048097966146566,1,4,4
6726888043191698437,1,3,3
6820953353917940742,1,7,7
6807391245137921029,1,12,12
6700423679450924037,2,12,6
6541452627966694400,1,6,6
6824119020599297030,1,4,4
6624457327867723781,1,8,8
6730039272915878918,1,5,5
6861764873380398085,1,5,5
6586382226278137862,2,13,8
6642889609994141701,1,14,14
6858235466862396421,1,3,3
6792204962761802757,1,11,11
6837910371073491973,2,11,9
6556515673442041861,1,12,12
6633369244157591557,1,4,4
6843169263721825286,1,4,4
6766354997380793349,1,2,2
6562857149403758597,1,5,5
6889263002986824710,1,4,4
6815553775257125893,1,13,13
6867920682392585221,1,5,5
6722266628710794242,1,5,5
6755874602842817542,1,8,8
6836087047611810822,1,8,8
6647684347392884741,1,5,5
6749555898669401093,4,17,10
6810721149111534597,1,4,4
99118929314312192,1,4,3
6793899779862660102,1,1,1
6601065287608975365,1,7,7
6632588236630294534,1,6,6
6625050182658752517,1,5,5
6777898131288851462,1,7,7
6771559338248487942,4,28,10
6782570103618159621,1,6,6
6829196313739117574,1,11,11
1414278,1,3,3
6673610536745862150,1,2,2
6765988281446073350,1,10,10
6588036198971228166,2,6,5
6822717052806185990,2,5,4
6807182933762769926,1,3,3
6798272877952222214,1,9,9
6806336009807889413,1,3,3
6841734818008925189,3,32,15
6717824448676922373,1,15,15
6624235340440289286,1,5,5
6843971757789168645,4,42,23
6855473312769606662,1,5,5
6651560340818165766,1,4,4
6812942077521839109,1,4,4
6620275645028319238,4,23,18
6805244138054435846,1,3,3
6831676340563952645,1,11,11
6599668215076814854,1,4,4
6858815501058917381,1,4,4
6805026405069145094,1,3,3
164059655059521536,1,3,3
6843000256842695685,1,5,5
6750116476931441669,1,10,10
6771453053347398662,1,9,9
5828193,1,6,6
139282004700860416,1,6,6
6575196448852836358,1,9,9
6817278229897724933,1,3,3
6693947484526232581,1,2,2
6592242557941432321,2,17,16
6868343058581210118,1,8,8
6846167325897606150,1,8,8
6808910956085888006,1,6,6
6836493576714912773,1,6,6
6730839836079309830,1,10,10
6848075630513619974,1,9,8
6820949650817991685,15,76,11
6736429879800366086,1,3,3
6731742319966815237,1,7,7
210190292631752704,1,9,9
6807988608289735686,2,14,14
6748630157865796613,1,5,5
6852601230742963206,1,1,1
6813063523033170949,1,7,7
6771092954637042693,1,7,7
6798919442229330949,1,5,5
6813911407878751237,1,7,7
6578519602288394245,1,11,10
6781221628779054086,1,1,1
6754742848808354822,1,8,8
6783089952966509574,1,4,4
6620955367940849670,1,1,1
6688192750326383621,1,6,6
198321224849199104,1,2,2
6804200792964416518,1,6,6
119365161362100224,1,7,7
6675538210452521990,1,4,4
6795359812147397638,1,4,4
6785284851220448261,1,1,1
6783265184326059014,1,11,11
6764848736277103621,1,8,8
6855682173765764101,2,21,11
6599060157144399877,1,1,1
6804788117452932102,1,2,2
6560279004720332806,1,8,8
6805792705885586437,1,3,3
6785035676658697221,1,3,3
6878553996605916166,1,4,4
6610417251412967429,1,6,6
6695014245438080005,1,6,5
97416905539330048,1,3,3
6890198152487846913,1,4,4
6834617855087707141,1,8,8
6859211142682756102,1,10,10
6863010998581806086,1,1,1
6861281387992564742,2,6,6
232104632544763904,1,4,4
6809190763286529029,1,4,4
6726840341444166661,1,4,4
6803668316890399749,1,6,6
6676978495228544005,1,1,1
6650997618430754821,1,2,2
6834490459278148614,3,17,13
6779238863492629509,1,2,2
6584553006800879621,1,6,6
128347683110633472,1,2,2
6576446694950699014,1,9,9
6741020947686769670,1,3,3
6810403447653909510,1,6,6
6736650393499862022,1,1,1
6806893559825351685,1,8,8
6795328593318167558,1,2,2
6796012980214580230,1,6,6
120496225539248128,1,6,6
6819875768354980869,1,1,1
6823834611341345797,1,4,4
6735593983588107270,1,5,5
271253450628300800,1,2,2
6660310545478713349,1,5,5
6813051874393375750,1,8,8
6532022930052743169,1,4,4
6845266576163406853,1,2,2
6859149438117856261,1,9,9
6806475118250099713,1,7,7
6839750903714989062,1,5,5
6675847574250128389,1,4,4
6790436763842610181,1,2,2
6816013937428628486,1,1,1
6802441984927007750,1,6,6
6819839558827508742,1,9,8
6683141929821979654,1,8,8
6585776534744629254,1,9,9
6581632758518431750,1,6,6
100274481633382400,1,5,5
6808208259104654342,1,5,5
6807591442187797510,1,5,5
76127403441283072,1,5,5
6767294264793203717,1,3,3
6775869292699583494,1,1,1
6870133515267556357,1,2,2
6826365458524275717,1,3,3
6806366366896292870,1,6,6
6596229171982123013,1,6,6
6831182301806216197,1,4,4
6835395153567745029,1,1,1
6864036121368069125,1,3,3
7642395,1,2,2
6700031004151645190,1,6,6
6784111806086611973,1,7,7
6778905360641770501,1,1,1
133834170056867840,1,1,1
6714390009996329989,1,5,5
6622724923486617606,1,5,5
6780709716093076486,2,3,2
6853611891756336133,1,6,6
6808305519183725574,1,6,6
6633761689950158854,1,11,11
6714055965724328965,1,1,1
6786400120335287301,1,11,11
186408433527693312,1,4,4
6768523810569782278,1,2,2
13143232,1,7,7
6807189630414799877,5,49,29
6621677869071597573,1,8,8
6811280085397537797,1,4,4
6763792622777746438,1,13,11
6637569350562054149,1,4,4
6796467150996636677,1,5,5
12253060,1,3,3
309860266161127424,1,4,4
6639894184407973894,1,1,1
6620589988924293125,1,5,4
6797092946308957190,1,6,6
6655381403318566918,1,6,6
6846478862882489349,1,6,6
6779758654427431942,1,5,5
6814946300204319749,2,15,13
5357532,1,10,10
6806055655272301573,2,11,10
6732494419578242053,1,3,3
5333983,1,7,6
6810836423388120070,2,18,18
101690120797396992,1,10,10
6609238084326916102,2,4,4
6799356032654623749,1,5,5
6549319496849445903,1,5,5
6633426617945718789,1,2,2
6653661268631568390,1,2,2
6629007645746135046,1,10,10
6869714879369004038,1,4,4
6532038353368399873,1,11,11
6729632249212765190,1,6,5
6791220602814694405,1,6,6
6558773996295667717,1,7,7
6797908403286066181,1,4,4
6820080897549108229,1,4,4
6653549457563942917,1,11,11
6807168115790414854,1,4,4
6800216287718556677,1,1,1
6831614037308064773,1,1,1
6721793847070524421,1,3,3
6810303915117151238,3,20,17
6808638732540183557,1,3,3
265818207289040896,1,1,1
11189878,1,1,1
6806271108980016134,1,3,3
6702454614363685894,1,5,5
6604950261294317573,1,1,1
6809467959792239622,1,8,8
6802239789716489221,1,5,5
6809042327714841605,1,1,1
6787015478834365445,1,11,11
6629390315885674502,1,1,1
6842680478546723846,1,10,10
6677217335491331078,1,4,4
6850494838359671813,1,4,4
6647531235466395654,4,28,14
6821276070429262854,3,14,13
6761912441364841477,1,1,1
6655285471529009157,2,9,9
140708668488069120,1,4,4
6814169334614213638,1,6,6
6809145040578774022,1,10,10
6774265601546257414,2,20,11
6783901138523620357,1,1,1
6837501222964003846,1,15,15
6800409977950700549,1,3,3
6561197896652455941,1,10,10
6747709329610523653,2,13,13
6723390470821069829,2,13,11
225811780973899776,9,24,13
6555959478613131269,2,2,1
6532047448495702018,1,4,4
6782311567298266118,1,1,1
6865264932923081733,1,8,8
6834968323458188293,1,2,2
6639149525613084678,1,6,6
6802985821164471301,1,6,4
6618252249908953093,1,1,1
6620923281409261573,1,4,4
6846336755810567174,2,20,10
6712967229048112133,2,14,13
6663095375208218629,1,3,3
6834509896567227398,2,15,12
6774869005776602118,1,4,4
6653384193488453638,2,4,3
6799794894069990406,1,1,1
6698809714337743877,2,14,7
6655401170897321989,1,3,3
6817740406563406853,1,3,3
6805442450467996677,9,9,2
6573966744423383046,1,4,4
66193178315255808,1,2,2
6691483270900974598,1,6,6
6603141551077343237,1,5,5
6800212743531807750,1,1,1
6685360298763437062,1,3,3
6790730209856324613,1,1,1
6794956669027566598,1,1,1
6550591214294515718,1,1,1
6601931807754600453,1,1,1
6669203190389489670,1,1,1
6764571333982831621,1,1,1
6733711886602716166,1,9,8
6618924777342222341,1,3,3
6843881410736276485,1,1,1
6802692116122141701,1,8,8
129803596791029760,1,4,4
6769311884133303301,1,6,5
6796405251253158917,1,1,1
6588281212611166214,1,1,1
6714800208951362566,1,1,1
6814928227183821830,1,1,1
139023859822993408,1,3,3
6775265062442517509,1,5,5
6734419948720440325,1,6,6
6628012162202599430,1,1,1
196893071123468288,1,1,1
6771516823152509957,1,5,5
6556186644243202049,1,1,1
6780948187693335557,2,2,1
6712780232380924934,1,1,1
236386212423589888,1,1,1
264041419869360128,1,6,6
6820499507194905605,2,2,1
6806004990839948294,1,2,2
6550966936203695104,1,3,3
6807134449130701829,1,1,1
6739949445293343749,1,2,2
6547357453797064709,1,1,1
6796690024181449733,1,1,1
6839859936064193542,1,1,1
6777966297391367174,1,6,6
6816646237623206917,2,2,1
6748585795978413062,1,1,1
6765183653247337477,1,1,1
6779416113362486277,1,1,1
6789380151665230853,1,6,6
6789678942976754694,1,6,6
6805011704703943685,1,2,2
6678035499695490053,1,3,3
6842221782746924037,1,1,1
6778068979853558790,1,1,1
6677630745073419269,1,1,1
6720433396407206917,1,1,1
6775303711332189189,1,1,1
6782239619851305990,1,2,2
6597447377316102149,1,1,1
6787056655337309190,1,2,2
6699822554444186629,1,4,4
6640258090887987206,1,1,1
6858089316397581318,1,1,1
6784552329108325381,1,1,1
6822381220782949382,1,1,1
6852491425935213574,1,1,1
6692729501883663366,1,5,5
6719466354846188550,1,2,2
6830137944087905286,1,1,1
6850867207419102213,3,3,1
6627878252307529733,1,1,1
6677170198896624646,1,1,1
6730390823295583237,1,7,7
6751495124989527046,4,24,6
6821904832795083782,2,5,4
277744530437877760,8,27,13
6789899371217667077,1,6,6
6809666671683372038,3,17,14
6786859311127610373,2,8,6
6804503130031162374,1,2,2
6817835030422127622,3,25,18
101930088991969280,22,90,34
6792745631342429189,1,5,5
6729636531839239173,1,6,6
27040153,2,8,8
6638393698201911301,2,2,1
6534101541024219137,1,1,1
56635824645079040,1,2,2
6662740156707471366,2,4,3
6624956304615030789,1,3,3
6572332989710696453,1,10,10
6833051829497152517,14,124,24
6867779048375763973,1,6,6
6788991897413436422,1,6,6
143179501798260736,1,4,4
6833069482484286469,3,26,11
6639009532502917125,1,1,1
6764766832760357894,4,4,1
6789465748236567558,1,6,6
6637824700158525446,2,9,6
6761696036005954566,1,6,6
6719245578943054854,1,1,1
6805215042377925638,2,2,1
6731471510835889158,1,3,3
6810283666045666309,1,3,3
197839466160476160,2,21,19
6801804847961932806,1,4,4
174691205593673729,3,20,14
6803019967207490566,1,6,6
6827581534108255237,1,5,5
6835195793361699846,2,8,5
6815231179130913797,4,16,5
6813465217449214981,2,11,9
6852284564083196933,2,10,7
179406529123688448,1,1,1
6695390815126406149,1,3,3
6846436540365898758,1,6,6
6817180291624600582,1,5,5
197349806657253376,1,4,4
6763464434222564357,1,6,6
6724239954999804933,1,2,2
6848398542614430726,1,1,1
6695362922485171206,2,6,6
6737074589229106182,2,2,1
6802692070559007749,1,4,4
6788345330888541189,1,1,1
6684277296797352966,1,1,1
6828254552119542790,1,5,5
6719500154107560965,3,25,13
6773655379474744326,1,6,6
6775303693744948230,7,75,25
6779769538667955205,2,2,1
6656504060243656709,1,4,4
6786594816370476038,1,1,1
6808209099101815813,2,3,2
6856021138507826182,1,3,3
6785067843366978565,1,3,3
6835806328380802053,1,1,1
6839378825044083717,1,4,4
6732524727683220485,1,12,12
6839907897489654789,3,18,6
6795976728260199430,3,21,12
119033730458939393,1,1,1
6808747541983822853,2,12,9
9530853,1,1,1
6840928500687848453,1,10,10
6780332214246409222,2,3,3
6640462769333551109,1,1,1
6803724318688166917,1,1,1
6732189348428547078,1,3,3
6742507841485538309,3,17,7
6596797482398728197,1,1,1
6604446630921207813,5,22,8
6597064433640456198,1,5,5
6747851445133526021,5,5,1
6682260255836079109,1,2,2
6809726866224595974,1,5,5
6627391080974368773,4,8,3
6642856615354580998,1,4,4
15442196,1,10,10
6581490324887289862,1,1,1
6689077324568396806,2,4,3
6701113625622774789,4,34,18
6824678634482893829,1,3,3
6852191156961575942,2,6,3
79723100845588480,1,4,4
6797584851723797509,1,2,2
6585810150886850566,2,2,1
6530648898451543040,1,11,11
6806061906466833414,3,3,1
6522215660569760783,1,6,5
6843917337328206854,1,7,7
6832402780675572741,1,4,4
6796803003920843782,1,3,3
14251325,1,7,7
6660930600818262022,1,9,9
6721811362676933637,2,21,18
6765692510749754369,1,5,5
6787419488063046662,1,5,5
6708810721973994502,1,1,1
6810071140804117509,1,6,6
6770525432050140165,2,20,16
6741023800739972101,1,4,4
6532499461619908610,1,6,5
6808598624379225094,1,10,10
269785675833409536,3,4,2
6804806454739747846,1,8,8
6832759703194764293,1,7,7
6817462196408501254,1,1,1
6658065065105850373,1,1,1
6842363430243517445,1,8,8
6642204600176738309,1,3,3
6609806231652302853,1,4,4
6810544608293127173,2,8,7
6809494045255074822,1,1,1
6783347658406970373,1,3,3
211586244043145216,1,5,5
6823986860299125766,2,2,1
6815704873766814726,1,6,6
6791624324332798981,1,8,8
6707013902368310278,1,1,1
6617453264715268101,1,1,1
6853224630942483461,1,3,3
6747021036460377094,1,1,1
6787592861300851718,1,2,2
6824155742649467909,1,2,2
6788597365558641669,2,14,11
6591419777837727749,1,6,6
6820700611793765381,1,1,1
6601861835375345670,1,6,6
6823154918196200454,1,1,1
6768237665986937862,1,1,1
6567863252482244613,1,3,3
6739330576996811782,1,1,1
6770457716491486214,1,2,2
6802817412024271878,1,11,11
66472799917084672,3,10,6
6809770113676411909,2,2,1
6676828706821964805,4,11,7
6639040551210549253,2,2,1
6772712487596852229,1,2,2
6813871332011623430,1,1,1
251398713234051072,2,4,3
6786076648368227333,1,7,7
6745596007758971909,1,4,4
126187160403234816,1,1,1
6720846748178367493,1,12,12
6603730827200348166,1,7,7
6798077960449786885,1,5,5
6856419220369064962,1,11,11
6623154601200566278,1,2,2
6745321414411666438,1,5,5
237821955414913024,1,1,1
6775317204230620166,2,10,7
75598184768520192,1,1,1
6770036065388954630,1,4,4
6727813861518705669,1,1,1
6740667476654867461,1,1,1
210589198993694720,1,1,1
6686568897023509510,1,4,4
6796558454838002694,1,1,1
6689872079972992006,1,1,1
6573760266402627589,1,6,5
206048048148549632,1,4,4
6775842318429914118,1,1,1
6601476721063903237,2,5,4
6732114973441164293,1,1,1
6804587228909257734,1,1,1
6632753523019497478,1,1,1
6837163303263159302,1,8,8
192878548209139712,1,1,1
6588230012335243270,2,6,5
6712584680586101765,1,1,1
6837648086631793669,1,1,1
6838693658620838918,2,14,7
6829949287671514117,1,1,1
6676836708997497862,1,1,1
155612397854920704,1,2,2
6822266828535759878,1,4,4
6767628870055052294,1,1,1
6651749404943384582,1,1,1
97955711703277568,1,1,1
6813850438498272262,1,2,2
6803818745501516805,1,1,1
6528045706056324096,1,1,1
296882965131993088,1,1,1
6808266874473661446,2,3,2
6639787033374965766,1,3,3
307078281814474752,1,1,1
6763386577584276486,1,1,1
6784520198907544578,2,2,2
6640961877399404550,4,12,5
6725792252797355013,2,2,1
6807849939981403141,3,3,2
6747450256541959173,2,2,1
6772034095692514309,2,4,3
6747580499336791045,2,8,6
6795523363941057541,1,1,1
6737067880066614277,2,8,6
6752509037508494341,1,1,1
6777512748026577926,5,39,16
6753654868160726022,1,1,1
317095870422827009,1,1,1
176864624166772736,1,1,1
6813741250320286726,1,2,2
6805029378671215622,1,6,6
6747649659232240645,1,2,2
6816052589021692933,1,8,8
214137067860148224,2,2,1
6614212463507144709,1,7,7
6751168313080923142,1,8,8
3621021,3,9,4
6583686127813918721,2,16,8
6651709406160437253,1,1,1
7982866,5,17,6
8271106,1,2,2
6797654632812446726,1,10,10
6634328093350592518,1,1,1
6532072486165544961,1,7,7
6743604491558126598,1,5,5
6783834207284036613,1,8,8
6636431261575987206,2,5,4
679213,1,4,4
6715681567043470341,1,1,1
181604551349862400,1,1,1
6415625,1,4,4
6725992126876599302,1,4,4
58525866602807297,1,1,1
6779628116605502469,1,1,1
6672441700206806021,1,4,4
6550326641565564930,2,16,8
6591096207988113413,1,5,5
6701390363620459526,1,2,2
6693662076856501253,1,7,7
6810794446474757126,1,4,4
6742681541686903814,1,8,8
6796805370338919429,5,17,14
6621584699508064261,1,11,11
6809484709534663686,1,7,7
6577588031241797638,1,5,5
6753342764992562182,1,1,1
6776000461692601349,1,8,8
18042447,1,8,8
6716945993017672709,1,6,6
6772482119643038725,6,55,19
6838522485517878277,1,6,6
6618526653876338693,2,8,7
93201949042335745,1,1,1
1190068,1,6,6
6576322199085891590,1,1,1
6821828376955241477,1,7,7
6747152264744780805,1,3,3
6650575097784696838,1,1,1
6517026926752699392,1,3,3
6772674768023208966,1,5,5
6774401681905828870,1,2,2
6542538815331631109,1,6,6
6807132706734081030,1,9,9
6800203590700467205,1,3,3
6696530949004362757,1,1,1
6665377709012549637,3,30,22
28418806,1,5,5
6706609560385979397,1,1,1
6663492302944862213,1,1,1
6748738667794711557,1,9,9
6557046525134258181,2,21,20
6644238389708275717,1,10,10
6560745135969075205,1,1,1
6584569050684014597,1,4,4
6724793216891732997,1,1,1
6797947045677483014,1,6,6
54847201272684544,1,1,1
63440744815804416,1,4,4
6612290502668910597,1,1,1
6762274370065908741,1,2,2
6609110813281353733,1,1,1
112814741143568384,1,1,1
6609697713862901765,1,4,4
8168679,1,2,2
6728436004791452677,1,1,1
6666510703681798149,1,8,8
6593432830893359109,1,6,6
23717998,1,1,1
260709582530924544,1,5,5
6721895098362496006,1,1,1
5496090,1,1,1
6722616426640016390,1,3,3
6611922954715168773,1,1,1
6817466409955460102,1,1,1
19000274,1,1,1
6712910110450615302,1,1,1
85909295036301312,1,2,2
6627654223817572357,1,1,1
6763105414567724037,1,1,1
6816131341332923398,1,7,7
6785304664880874502,1,1,1
6797836960653444101,1,1,1
6598546505753083910,1,2,2
6606844391859503110,1,1,1
6830509812990067717,1,8,8
6600533607361462278,1,1,1
150720527609769984,6,84,22
1431238,2,6,3
58036492731678720,5,26,21
6545576122870928384,4,31,13
6776026943164892165,1,6,6
6650212491791433734,3,24,17
6683223827479053318,1,3,3
6831212313016026117,5,29,22
6722086000622863365,2,12,8
6811101743569863686,1,14,14
6745281586838668293,1,1,1
6558052671269617670,1,1,1
267832205719027712,1,8,8
6554121576613155855,1,1,1
6658650237589405701,6,29,22
6806676870236570629,1,2,2
81930839948750848,3,22,14
6582680288227950597,1,1,1
226676244720062464,3,28,20
6799475823721595910,3,16,10
69321626894393344,1,5,5
6801696946924602374,1,4,4
6780897641771123717,1,11,11
6612724195703373829,1,1,1
6716943426744599557,3,13,12
6774262167978951685,1,1,1
6711410418818122757,1,4,4
6766689493074134021,3,24,9
6664372486160826373,1,4,4
6766288210265637894,1,7,7
6811782661960795142,2,20,15
233200572429094912,3,3,1
6703239050205643781,1,2,2
9807694,1,4,4
6734300863491785733,1,7,7
6607165402231914502,1,1,1
6705501731637920774,1,6,6
513451,2,3,2
17527053,1,3,3
6621584590568210438,2,11,6
6655059726717419525,2,12,6
6766331570699109382,1,4,4
6777084387545760773,2,3,2
6633599517987258373,1,2,2
6716482809639224325,2,11,8
10237204,1,5,5
6822403827666633733,1,5,4
6763431368384971781,1,2,2
6616708126844993541,1,6,6
6772472924462203910,1,3,3
6615200189723181062,1,1,1
6575548240983310341,1,2,2
6639443368107016197,2,12,8
1909499,1,1,1
6669862430917033990,1,1,1
6585354584368496646,2,7,6
6805790045950395397,3,19,8
6816426269594764294,1,9,9
6614158646825189382,1,4,4
6662783544928796677,3,3,1
6800057246812521478,2,10,8
28583315,1,3,3
6773771613419897861,1,12,12
6773326108756198405,2,4,3
213144636511707136,2,4,3
10481190,1,6,6
6693664062843028486,1,3,3
253122124578672640,1,1,1
6768336632947196934,1,6,6
83025861246902272,1,4,4
6743796001078920197,1,9,9
6787149255313343493,3,24,17
6801098073189041158,1,8,8
6675054912530236422,1,2,2
6813562431454446597,2,11,10
11873451,4,22,11
6763780529377657861,1,3,3
6835429078113649669,1,1,1
161706285531439104,1,5,5
26051909,1,5,5
6817184782721139718,1,1,1
6797875328788628485,1,6,6
6590709955908927493,1,1,1
6740818369946108934,2,6,5
6747374581235221510,1,1,1
6747626029551289349,2,5,4
60544726994526208,1,1,1
6716399373532431365,1,6,6
61884483548786688,1,1,1
6701731935678383109,1,2,2
186026759056822272,2,6,5
6765200817915823110,1,3,3
6636243032864899077,1,2,2
6773656317607265285,1,2,2
6807117435507917830,3,17,8
19870971,1,5,5
6770393463786095622,5,33,25
6727598090557129734,1,1,1
6581206713108922374,1,1,1
179245185669910528,1,6,6
6836962759063553029,1,3,3
6647875492098080773,1,1,1
6807272581055054854,1,10,10
6769739300131619845,1,3,3
6811313184537281542,1,3,3
6626873875869450245,1,2,2
6734597184857392134,2,3,2
6532095085213908993,1,7,7
6650407126823534598,2,10,6
263496243249545216,1,1,1
7016287,1,1,1
6750819091210060806,1,4,4
6811921755025736710,2,8,5
6532085031123304449,3,4,2
244695951590752256,2,5,4
6722926384065299461,1,6,6
6791868073839313926,4,15,8
6844274901811217413,1,2,2
11386040,1,4,4
6624142551984668677,1,1,1
6696669822103340037,1,1,1
6742122444834980869,3,30,18
6673877407177835526,1,1,1
6806397411696821254,1,1,1
6681101008267166725,2,4,3
6820521540943332358,3,3,1
6794462080356320261,1,1,1
6776424179341509637,1,9,9
6668093871556231173,4,6,3
6831375702127690757,1,6,6
6794102007919690758,1,5,4
6839786334145659910,1,6,6
6745978434600961030,1,9,9
6543322877091910656,2,15,13
6797475986617172997,2,7,6
6783374725395268614,1,7,7
6783349421946979333,1,1,1
6798494117641356294,1,8,7
6729399472441820166,1,1,1
6817184381627745286,4,32,19
6831972493387219974,2,14,6
6845095060913587206,1,7,6
84148311892389888,1,5,5
6745166873808520197,1,3,3
6745223606383887365,3,8,7
6832862855974044677,5,47,22
6804123829670478853,1,6,6
6620473121424211974,1,1,1
6823337666945549317,5,22,16
6811422665816409094,2,7,6
6752729533130966022,3,11,6
6801669144486249477,2,5,4
71873570787696640,1,1,1
6673495695905997829,1,6,6
6809363748387423238,1,3,3
6520939328565154831,1,9,8
6758988166440731653,1,9,9
6639296355406053382,1,8,8
6749963216203432965,2,9,8
6734825555961168902,2,15,13
265088358358319104,2,2,1
6673412073182512133,2,10,7
6814534597973132294,1,4,4
6762222448294740997,1,7,7
6737405647665890309,2,9,7
6591765838206042118,1,9,9
6612771288246075397,1,1,1
6734309108168934406,1,2,2
6808946588112897029,1,1,1
301936350021185536,4,4,1
75935880636407808,5,44,26
6633910486731063301,2,6,5
6794622044690138118,1,5,5
6646971708615098374,1,6,6
81386530904117248,3,13,10
6686267455672042501,3,27,24
6782319758874215430,1,5,5
6726281448808104966,1,1,1
6729648467788383237,1,2,2
6661424073828253702,4,4,1
6727684542612440070,4,6,3
6811416236477907973,4,29,17
6791218345573893126,1,1,1
6799838558225990662,1,1,1
6649922621755523077,2,11,8
6790360517866783749,2,8,4
6770279347145917446,3,3,1
6711482005429535750,1,4,4
6717590011556791301,1,4,3
4284643,1,2,2
106974646402416640,4,29,15
6683483523746333701,1,4,4
6681455939575481349,1,1,1
6636679675531214854,1,5,5
6792374783176655877,1,1,1
6651964072991162374,1,2,2
6823320589152666626,1,1,1
6808739858175132677,2,5,4
6743243159151248390,3,9,6
6773713895586382853,1,1,1
6704784699267695622,1,3,3
6675789552756966406,4,28,17
6669572969050996742,2,14,10
88468638189375488,1,1,1
6610084865953234949,3,10,5
121956405988777986,2,6,3
6783840399666152453,1,1,1
305173071693512704,2,22,15
6726512132051076101,1,9,9
6828338643296797701,1,3,3
196094620504842240,1,4,4
6646407171717201926,3,14,9
6666059735768891398,1,1,1
6808296938686546949,1,3,3
6790930080228787205,1,5,5
6801628969806693382,1,1,1
6752316921343640582,2,2,1
6805396936871592966,1,1,1
6807496827190526982,1,7,7
6807010479987934214,2,7,5
6843737625414632453,1,12,12
185548439059849216,1,1,1
6789387154591433733,1,6,6
6809793021611115525,1,6,6
6569730026640015366,1,4,4
6771968690864948229,1,6,6
6725620050664014853,1,1,1
6809035091547063302,1,9,9
6755631401313928197,1,1,1
6828784839333659654,2,14,10
6726719931293238277,1,1,1
6638982686618140677,1,1,1
6589025243662401542,1,6,6
65009668447543296,2,2,1
6774796248089297926,1,1,1
6805251692440699910,1,1,1
6532316443361427457,1,6,6
205747845105299456,1,2,2
6594211687632961542,1,6,6
6572357757344251910,1,9,9
6815137654020604933,4,6,3
151913476762820608,1,1,1
6751777487179154438,1,3,3
6678824331075748870,1,1,1
6570003231996198918,1,3,3
114590164693278720,1,3,3
6674269874006705158,8,47,11
6579308873105817606,4,30,9
6834614417549149189,1,2,2
6796725733773345797,5,28,17
6819705773431325702,1,2,2
6634202699473666053,1,9,8
6748613647617065990,1,1,1
6828967479987405830,1,3,3
6809693620045431813,6,32,14
6612955290692796421,1,1,1
6764936330956669957,1,2,2
285287368008400896,1,1,1
6818276258771305478,1,3,3
6781930171592639493,1,2,2
6579351283223855110,1,6,6
6816084822252766214,1,8,8
6633172319719063558,1,9,9
6656119501270958086,1,2,2
6800096328770012166,1,5,5
6756351911403750406,4,29,15
6653439261804888070,1,1,1
18342780,1,2,2
6794549791500338181,1,2,2
6836435220448855046,2,4,2
6720641806952137734,1,1,1
6646441321161162758,10,22,4
6746137589685011461,2,5,4
66833739837644800,1,1,1
6627463644697870342,2,7,7
6721511832744674309,1,3,3
232670325669355520,1,1,1
6645422502616186886,1,3,3
6638435916980174853,1,2,2
6787173758303880198,2,6,4
6570049247222366213,1,4,4
6796569650034590726,1,2,2
6605262327867932677,1,1,1
6597508158620876806,1,7,7
6771996561586291718,1,4,4
6820268079522006022,1,1,1
6665003469169360901,1,1,1
6802916505195267078,1,4,3
6810928413261562885,3,8,6
160242438979178496,1,1,1
6649375727131213830,1,3,3
6779737964618630149,15,90,34
6780925469144908806,1,2,2
16863734,2,14,13
6815718647509533702,4,24,11
133434525296189440,1,8,8
6622286517959671814,1,6,6
6736695855007908870,1,5,5
6622281449809100806,2,2,1
7674158,2,6,5
6785670711748264966,1,1,1
6696187215883535366,1,1,1
6824073439549178885,1,2,2
6720942485546763269,1,6,6
6567359999994396677,1,1,1
6813809780328481797,4,9,3
6548122348065657856,1,1,1
6768886712556995589,1,2,2
6625070882027143174,2,2,1
6608863326229299206,1,2,2
6587810344533966853,1,5,5
6602021920274497541,1,1,1
6725931987166725125,1,1,1
6655772002701344773,1,6,6
6803529704373847045,1,2,2
6568110706763350025,3,17,13
6576265956502355974,1,1,1
85681405141139456,1,1,1
6839903312432628741,2,8,5
6739716795932328966,1,4,4
6624610443200790533,2,2,1
6784992843859526661,1,2,2
6603350390610198534,1,1,1
6686307935835194373,1,2,2
6565855208987410438,1,1,1
76618293389758464,1,1,1
6809930798864843782,1,1,1
6780047207548666885,1,6,6
6744479878009373701,1,3,3
6782666433807565830,1,4,4
6795146018184348678,1,4,4
6792499331397092358,1,1,1
