user_id,tagged_id,co_occurences
10304551,6532028048034758657,1
10346957,6767383368042398726,1
10350918,6611200058774274054,1
10360555,6770761779175638022,1
10360555,6803399158977627141,1
10367756,6565170509783334918,1
10372937,6736239741345465350,1
10414314,6646632240682352646,1
10416048,6798110169436881925,1
10436732,6771019914858841094,1
10439974,6695283445504377861,1
10441066,6780384192099435525,1
10441066,6793847980245304322,1
10441066,6811637980043297798,1
10478786,6755326767378416646,1
10481190,150720527609769984,1
10515532,6678591858761352197,1
10678509,6684716478002725894,1
10752420,5648862,1
10755854,6703126725822104582,1
10845924,6764156219622081541,1
10870641,6575494207351832581,1
10892306,6724511517688071174,1
10893928,6661384165353553926,1
10930616,6826601380284498950,1
10931222,6767383368042398726,1
10933869,6724511517688071174,1
10940631,6701658242768536582,1
10941073,6679635705955828742,1
10941073,6695033939670959109,1
10950262,6732339809946403846,1
10972962,6812688740316070918,1
10972998,6565170509783334918,1
11010581,310642990899843072,1
11010581,6643661617916395526,1
11078857,6755114752386630662,1
11120777,6565170509783334918,1
11155543,6611200058774274054,1
11189878,28105083,1
11228158,6661384165353553926,1
11299784,6728841859201926150,1
11301887,6620896275339919365,1
11301887,6719500154107560965,1
11386040,150720527609769984,1
11399754,23141848,1
11402761,6768321092081517573,1
11437339,72360388624867328,1
11576543,6764156219622081541,1
11579666,6768321092081517573,1
11582943,6782043459025945606,1
11609824,6833650783578506245,1
11622415,6692290943317443589,1
11691625,6562482606826029062,1
11704703,2622578,1
11717976,6779971036810773510,1
11717976,6783865077901657094,1
11720897,6741884267766891525,1
11734551,6722191146628760582,1
11761010,6684799175513179142,1
11765794,6722512303948645382,1
11767813,6663690761764782086,1
11817835,72360388624867328,1
11873451,150720527609769984,1
11873451,250507187951984640,1
11873451,6719500154107560965,1
11873451,72360388624867328,1
11879623,6756682729176237062,1
11890219,6620896275339919365,1
11893547,6620896275339919365,1
11896390,6811850648955716613,1
11908389,6799439934316610565,2
12015241,6799612144046212102,1
12097794,6611200058774274054,1
12151651,135275501509550080,1
12173070,213849255369703424,1
12173070,6703280918117204997,1
12233770,6623905785242206214,1
12245214,6688659357297853446,1
12253060,6737623506450318341,1
12303319,6761948029858087941,1
12379037,6770478743905190918,1
12452129,6726673312619529221,1
12466515,6712188080147072005,1
12528647,6773905332373881861,1
12680137,6605243,1
12683273,6678444556276941830,1
12721855,6565170509783334918,1
12770219,6692378616859460614,1
12823549,6628729258611310597,1
12921390,6688659357297853446,1
12929689,6724511517688071174,1
13001923,6663690761764782086,1
13110399,6755114752386630662,1
13167617,6727332809935717382,1
13174787,6780384192099435525,1
13178646,6758204901325112326,1
13178646,8534891,1
13179225,6741958748963898374,1
13187544,6620896275339919365,1
13194297,6811637980043297798,1
13253107,150720527609769984,1
13260892,6755114752386630662,1
13267745,6740866460645032965,1
13289000,6741884267766891525,1
13345102,72360388624867328,1
13346965,6758202106728154117,1
13346965,6786838485119632389,1
13348985,6565170509783334918,1
13365098,72360388624867328,1
13408884,6662175718758678533,1
13428446,6596764685180944390,1
13433103,15769008,1
13443077,6862421073331143686,1
13484811,6740866460645032965,1
13498226,6819754692023157766,1
13579184,316877939743313920,1
13579184,6661384165353553926,1
13616824,6645855783803191302,1
13619903,6688659357297853446,1
13740127,6771019914858841094,1
13746666,6724511517688071174,1
13913119,6673593769915646981,1
13920500,6587339017468231685,1
13951577,6642621296911171589,1
13951577,6688659357297853446,1
13984993,6776865321393816582,1
14039674,6570031614095556613,1
14044478,6688659357297853446,1
14069314,6724511517688071174,1
14088079,6532028048034758657,1
14097148,6588481986838151174,1
14097148,6701658242768536582,1
14124440,6620896275339919365,1
14166631,6776865321393816582,1
14227534,6780949918732747782,1
14246904,4653183,1
14251325,6534101541024219137,1
14306867,6741884267766891525,1
14377688,6728841859201926150,1
14466628,148636813581033472,1
14520726,6788637221647369222,1
14535135,6770478743905190918,1
14581026,6768218891820794886,2
14593516,6719500154107560965,1
14599194,6684799175513179142,1
14614278,59240913742348288,1
14745405,59240913742348288,1
14745405,6573517053457514502,1
14745405,6767383368042398726,1
14788439,59240913742348288,1
14803535,6296408,1
14803535,6544376569022911488,2
14803535,6555965502995305472,2
14803535,6695903994672038918,2
14810499,6801367884783584262,1
14813785,6750725126160139269,1
14941669,6736239741345465350,1
14943554,6777802822199002117,1
14989028,6717097607947469829,1
15004589,6537658956284695552,1
15004589,6573517053457514502,1
15018689,150720527609769984,1
15018689,6758204901325112326,1
15041254,6758204901325112326,1
15067069,59240913742348288,1
15067069,6781240048861824006,1
15109011,6666465946619772934,1
15110417,6755114752386630662,1
15174783,6567536643522822149,1
15174783,6593293796799725574,1
15192090,6809475785499509766,1
15220837,15769008,1
15220837,73641094390964224,1
15241998,6606540315333771270,1
15265830,6741884267766891525,1
15272149,15272149,1
15272149,6565170509783334918,1
15272149,6688659357297853446,1
15272149,6785792496661545989,1
15272149,6800824649758295045,1
15272149,6823099811991634950,1
15321556,6755114752386630662,1
15334968,242642104525471744,1
15358992,4653183,1
15371302,90535386690551808,1
15382631,6771019914858841094,1
15384037,6718874225623680005,1
15384037,6727332809935717382,1
15395960,23141848,1
15395960,6793847980245304322,1
15442196,6648648547402514437,1
15465026,6664604635221622789,1
15482817,6640112934662864901,1
15542110,6573517053457514502,1
15546828,6653181174615244806,1
15560346,6771019914858841094,1
15560346,6781432621147702277,1
15560346,6819012335325037574,1
15581774,6628003166070505477,1
15608566,6780384192099435525,1
15649256,6810501489330668550,1
15754574,6565170509783334918,1
15767832,72360388624867328,1
15780096,72360388624867328,1
15805449,6832512635276248070,1
15805780,6712188080147072005,1
15807732,6573517053457514502,1
15807732,6623905785242206214,1
15807732,6786838485119632389,1
15807814,6611837737036644357,1
15814061,15799943,1
15832399,6567536643522822149,1
15838410,6758315118411400197,1
15844668,6758204901325112326,1
15870689,6712188080147072005,1
15958868,6734579130052969478,1
15961922,6596764685180944390,1
15984064,6662175718758678533,1
16029304,6587817302254075909,1
16112709,72360388624867328,1
16250438,98094380888039424,1
16310729,6741884267766891525,1
16334143,6701658242768536582,1
16341166,6684799175513179142,1
16369741,6764156219622081541,1
16379177,6764156219622081541,1
16408925,6826531080440595461,1
16434783,316877939743313920,1
16484849,135275501509550080,1
16568453,59240913742348288,1
16597504,6611200058774274054,1
16618448,6499529,1
16670717,5482901,1
16738479,6812105672144438277,1
16748268,6832512635276248070,1
16761995,6745581453491651589,1
16777025,6662175718758678533,2
16863734,150720527609769984,1
16863734,72360388624867328,1
16883303,6573517053457514502,1
16892383,6764156219622081541,1
16896537,6789310247855178757,1
16956101,6876249957336564741,1
16972734,11691625,1
16979618,6809358806624781317,1
16996902,6620896275339919365,1
16996902,6724511517688071174,1
17054848,6611200058774274054,1
17156557,6750530897235395589,1
17157691,6826601380284498950,1
17173040,6734101501666444294,1
17221837,6780384192099435525,1
17347242,6620896275339919365,1
17487804,6755114752386630662,1
17494076,6712373279477367813,1
17511878,9824579,1
17527053,150720527609769984,1
17562111,6833561654379316230,1
17625217,6684799175513179142,1
17634303,6565170509783334918,1
17721443,10750266,1
17771253,6532055307936366593,1
17847322,180541380409106432,1
17892412,6806530645210579974,1
17902936,6783517160234386438,1
17903820,59240913742348288,1
17932582,6565170509783334918,1
18027565,6623905785242206214,1
18032187,6701658242768536582,1
18040335,6620896275339919365,1
18040441,6764156219622081541,1
18130619,6532035469444644866,1
18130619,6688659357297853446,1
18138144,136406641163374592,1
18150921,6812105672144438277,1
18233204,6780384192099435525,1
18235874,6712188080147072005,1
18248560,6842696053579023366,1
18265259,135275501509550080,1
18272197,4653183,1
18342780,150720527609769984,1
18449730,6806227639053861893,1
18558263,6740866460645032965,1
18593874,316877939743313920,1
18698515,6622838719202902021,1
18904794,21421980,1
18912969,102129497205862400,1
18912969,6638194791559856133,1
18915824,6730507102445519878,1
18926858,4139033,1
18958611,9824579,1
18960230,6827529295779644421,1
19091915,6741884267766891525,1
19134738,6684799175513179142,1
19144900,6767383368042398726,1
19152548,316877939743313920,1
19152548,6620896275339919365,1
19390837,6832512635276248070,1
19475308,6712188080147072005,1
19515875,6712373279477367813,1
19618068,6640961877399404550,1
19811503,6638194791559856133,1
19870971,150720527609769984,1
19956936,6661384165353553926,1
19977948,6637114586322370565,1
19985439,6565170509783334918,1
20057169,6611200058774274054,1
20065878,6678058108848489478,1
20108037,6573517053457514502,1
20108037,6775303693744948230,1
20140154,6576237658530611206,1
20140154,6659571845329502214,1
20140154,6832512635276248070,2
20143630,6592386614922903557,1
20143630,96832305201111040,1
20169215,6843413106077533190,1
20201478,6798175691658806278,1
20205783,6611200058774274054,1
20205783,6674923125359248390,1
20248997,6532028048034758657,1
20280279,6573517053457514502,1
20308028,78969111338156032,1
20551651,6812105672144438277,1
20626928,6565170509783334918,1
20770200,6712188080147072005,1
20861693,6832512635276248070,1
20903312,6812105672144438277,1
20919854,6756126760415478790,1
20984091,6638194791559856133,1
20997843,6645855783803191302,1
21017944,6623905785242206214,1
21028399,173584480287211520,1
21076120,6573517053457514502,1
21117780,6532015701077557250,1
21117780,6622802963012452357,1
21150559,6766395148487361541,1
21195132,6812105672144438277,1
21243563,263496243249545216,1
21409853,6832512635276248070,1
21421980,6532055307936366593,1
21467821,6724511517688071174,2
21521992,6712188080147072005,1
21543244,8534891,1
21703964,6826601380284498950,1
21805522,6688659357297853446,1
21806077,15799943,1
21845524,6715956570364314630,1
21893613,10750266,1
21893613,6630497399863738373,1
21923324,6755114752386630662,1
21961967,6812105672144438277,1
22317294,6758204901325112326,1
22463137,6565337251021570053,1
22534630,6770478743905190918,1
22546771,4653183,1
22546771,6750725126160139269,1
22548521,6565170509783334918,1
22627572,6764156219622081541,1
22640416,22405774,1
22766786,6758204901325112326,1
22787960,6620455657236594693,1
22826377,113574015956365312,1
22826713,59240913742348288,1
22860625,6707027446438691846,1
22867934,6661384165353553926,1
23029590,8534891,1
23057514,6755114752386630662,1
23069879,6725538507420369926,1
23092607,6567158220153143301,1
23092607,6735836468131054597,1
23092607,6754742848808354822,1
23092607,6810541916070446086,1
23129856,6793847980245304322,1
23299573,72360388624867328,1
23516940,72360388624867328,1
23556457,6637114586322370565,1
23612839,6593425876259274758,1
23856944,6755114752386630662,1
23874715,6712188080147072005,1
23889880,72360388624867328,1
23933907,136406641163374592,1
24022623,6810502790239945733,1
24083451,6826601380284498950,1
24188750,6622605491975880709,1
24243110,6573517053457514502,1
24248681,6793847980245304322,1
24264944,6646632240682352646,1
24346575,185967457113702400,1
24406106,6567536643522822149,1
24484101,6741884267766891525,1
24487116,6532035469444644866,1
24495385,6727332809935717382,1
24515209,6610905007682469893,1
24745652,6567536643522822149,1
24748422,6611837737036644357,1
24749617,6703126725822104582,1
24841757,6826601380284498950,1
24939540,6789783019861050374,1
25089179,6741958748963898374,1
25093437,6703126725822104582,1
25105290,94772,1
25133629,72360388624867328,1
25216162,85895237935456256,1
25319073,6741884267766891525,1
25324812,6764156219622081541,1
25378264,316877939743313920,1
25390098,6719500154107560965,1
25397387,6728857142588605445,1
25397437,15799943,1
25407204,6825367596301517829,1
25495399,6741884267766891525,1
25513205,9824579,1
25560569,6767303484407022597,1
25586358,6777798816780600325,1
25615131,6819600805235196933,1
25711210,85895237935456256,1
25730287,6688659357297853446,1
25754718,6820464500909016069,1
25770772,6741884267766891525,1
25799480,6804179489304642566,1
25808341,6755114752386630662,1
25819420,6782030248641856517,1
25843487,6712188080147072005,1
25892171,6678058108848489478,1
25940772,6766395148487361541,2
25996360,6703126725822104582,1
26051909,150720527609769984,1
26057063,316877939743313920,1
26070150,59240913742348288,1
26095411,6755114752386630662,1
26117883,6771019914858841094,1
26119605,135275501509550080,1
26174400,6636131808725991429,1
26175620,6641057156349378565,1
26175620,6777802822199002117,1
26283845,6724511517688071174,1
26284974,6755114752386630662,1
26294099,6740866460645032965,1
26298853,6640961877399404550,1
26336065,6724511517688071174,1
26348940,6659917773545865221,1
26358886,6573517053457514502,1
26614962,6727332809935717382,1
26628361,6684799175513179142,1
26757940,6758204901325112326,1
26759220,6730507102445519878,1
26771157,6631534607400058886,1
26808659,6786838485119632389,1
26847564,6804419235781395462,1
26881583,6645855783803191302,1
26883237,6767153853399811078,1
26898838,6712188080147072005,1
26906793,117214189768589312,1
26913088,135275501509550080,1
27040153,6648648547402514437,1
27088403,6812105672144438277,1
27092880,6688659357297853446,1
27092880,6780384192099435525,1
27246850,6620896275339919365,1
27314088,6741884267766891525,1
27419256,6528466713288119296,1
27449207,6809475785499509766,1
27616209,6645855783803191302,1
27740048,6675032961661076485,1
27756335,299335326832242688,1
27756335,6764156219622081541,1
27784468,6706703462074205190,1
27787956,6764156219622081541,1
27805173,6567536643522822149,1
27805173,6741884267766891525,1
27806826,6678058108848489478,1
27818162,6806132084224230406,1
27821714,6632030076168994822,1
27821737,6637486751572033541,1
27821737,6777802822199002117,1
27836907,150720527609769984,1
27854739,6633046145667317765,1
27857547,6703126725822104582,1
27867140,6649545477367169030,1
27867517,6532055307936366593,1
27889606,6712188080147072005,1
27970391,6709937432022451205,1
28041727,6719500154107560965,1
28059217,6755114752386630662,1
28217669,6758204901325112326,1
28227338,6684799175513179142,1
28300651,6713684707945202693,2
28352903,6620455657236594693,1
28407247,59240913742348288,1
28583315,150720527609769984,1
28713664,316877939743313920,1
28760985,6727617337418220550,1
28779649,6712188080147072005,1
28807441,6738240506202227718,2
28809319,59240913742348288,1
28868354,179172259339710464,1
28927836,6662175718758678533,1
28958335,6645855783803191302,1
28963437,6620896275339919365,1
29000999,72360388624867328,1
29064379,6764156219622081541,1
29115769,6755114752386630662,1
29164085,6764156219622081541,1
29199614,316877939743313920,1
29215548,107955,1
29215548,6758204901325112326,1
29273480,6610466436492378117,1
