video_id,stats_likes,stats_shares,stats_comments,stats_plays,video_length,nr_hashtags,nr_tags,leaning_new,label_new
6839796787935481093,16.0,,6.0,158.0,1.0,1,1,0.0,neutral
6839677905312746757,16.0,,1.0,126.0,1.0,2,1,0.0,neutral
6860344665854561541,16.0,,,139.0,1.0,1,2,0.0,neutral
6860275173770153222,16.0,,,123.0,1.0,10,1,-1.0,con
6860988923238223110,16.0,,2.0,439.0,1.0,1,1,0.0,neutral
6864215917564382469,16.0,,2.0,152.0,1.0,1,1,0.0,neutral
6858770764921834757,16.0,,2.0,156.0,1.0,2,1,-0.5,con
6862119571948702981,16.0,,6.0,156.0,1.0,5,0,0.0,neutral
6859362560861326598,16.0,,2.0,90.0,1.0,1,1,0.0,neutral
6856828574255631622,16.0,,,83.0,1.0,2,1,0.0,neutral
6865015469129108742,15.0,,,108.0,1.0,7,1,0.0,neutral
6858399197238988037,15.0,,1.0,54.0,1.0,7,1,-0.5,con
6855315042800291078,15.0,,3.0,115.0,1.0,5,1,-0.5,con
6841976675878604038,15.0,,14.0,682.0,1.0,5,1,-0.5,con
6855305218087800069,15.0,,2.0,224.0,1.0,1,1,0.0,neutral
6856782725395811589,15.0,,1.0,92.0,1.0,1,1,0.0,neutral
6851054705775316229,15.0,,,66.0,1.0,8,1,0.0,neutral
6842015735020096774,15.0,,11.0,161.0,1.0,6,1,0.0,neutral
6851032534944337158,15.0,,2.0,150.0,1.0,12,1,-0.5,con
6840650743557508357,15.0,,,61.0,1.0,1,1,0.0,neutral
6876679041898777861,14.0,,1.0,141.0,1.0,7,1,-0.5,con
6848429853658713350,14.0,,2.0,118.0,1.0,6,1,-1.0,con
6866484095870831877,14.0,,,112.0,1.0,1,1,0.0,neutral
6860315307521608965,14.0,,4.0,242.0,1.0,9,1,-0.5,con
6859209481520286981,14.0,,2.0,131.0,1.0,3,1,0.0,neutral
6862790691949399301,14.0,,1.0,117.0,1.0,8,1,0.5,pro
6860381216248515846,14.0,,,108.0,1.0,6,1,0.0,neutral
6868142447776550150,14.0,,3.0,139.0,1.0,12,1,0.0,neutral
6860508574683106565,14.0,,1.0,156.0,1.0,6,0,0.0,neutral
6862783136590318854,13.0,,1.0,131.0,1.0,3,1,-0.5,con
6873118513804905734,13.0,,,77.0,1.0,1,1,0.0,neutral
6859712885275348229,13.0,,3.0,136.0,1.0,1,1,0.0,neutral
6842337090391346437,13.0,,3.0,143.0,1.0,2,1,0.0,neutral
6859213705188576518,13.0,,2.0,149.0,1.0,1,1,0.0,neutral
6856703288960634117,13.0,,1.0,172.0,1.0,1,0,0.0,neutral
6861024357938924805,13.0,,2.0,208.0,1.0,3,1,-0.5,con
6846243369149074693,13.0,,2.0,118.0,1.0,5,1,-0.5,con
6860335936836799750,13.0,,3.0,162.0,1.0,3,1,0.0,neutral
6870699115278339334,12.0,,1.0,58.0,1.0,4,1,0.0,neutral
6859780209302916358,12.0,,1.0,137.0,1.0,1,1,0.0,neutral
6864827293018213638,12.0,,4.0,174.0,1.0,6,1,0.0,neutral
6864818364909440262,12.0,,4.0,217.0,1.0,2,1,-0.5,con
6840969785300290822,12.0,,1.0,132.0,1.0,1,1,0.0,neutral
6874056278117764357,12.0,,2.0,49.0,1.0,6,1,-1.5,con
6863118543131561221,12.0,,1.0,139.0,1.0,1,0,-0.5,con
6880497888854592774,12.0,,1.0,64.0,1.0,10,1,-1.5,con
6864957562505170182,12.0,,,153.0,1.0,1,1,0.0,neutral
6855432241783262470,12.0,,1.0,89.0,1.0,10,1,-0.5,con
6866261180751564038,12.0,,3.0,62.0,1.0,1,1,0.0,neutral
6840846780725300485,12.0,,2.0,72.0,1.0,1,1,0.0,neutral
6842747384074718470,12.0,,6.0,152.0,1.0,1,1,0.0,neutral
6860316771224718597,12.0,,2.0,68.0,1.0,3,1,-0.5,con
6851757921294945541,12.0,,4.0,171.0,1.0,5,1,-0.5,con
6859359313748593925,11.0,,4.0,158.0,1.0,2,1,0.0,neutral
6861383127890169093,11.0,,2.0,158.0,1.0,1,1,0.0,neutral
6856406444661542149,11.0,,,128.0,1.0,7,1,-0.5,con
6844156313728077061,11.0,,4.0,180.0,1.0,2,1,0.0,neutral
6863137165677743366,11.0,,1.0,175.0,1.0,1,1,0.0,neutral
6860932156689091846,11.0,,5.0,323.0,1.0,5,1,-0.5,con
6855545974262091013,11.0,,5.0,282.0,1.0,9,1,-0.5,con
6855587885530238214,11.0,,7.0,303.0,1.0,5,1,-1.0,con
6849037375952129286,11.0,,4.0,213.0,1.0,4,1,-0.5,con
6867269189061659910,11.0,,,109.0,1.0,1,1,0.0,neutral
6890985514053274885,11.0,,1.0,49.0,1.0,7,1,0.0,neutral
6869586051334147334,11.0,,1.0,153.0,1.0,6,1,-0.5,con
6860464261987060998,11.0,,1.0,101.0,1.0,6,1,-0.5,con
6874552494383484162,11.0,,,84.0,1.0,7,1,0.0,neutral
6861055675070565638,11.0,,3.0,181.0,1.0,5,1,0.0,neutral
6866417373251996934,10.0,,1.0,137.0,1.0,6,1,-1.5,con
6863272311429074181,10.0,,,143.0,1.0,7,1,0.0,neutral
6861001117233319173,10.0,,4.0,127.0,1.0,1,1,0.0,neutral
6858865407730715910,10.0,,2.0,125.0,1.0,3,1,0.0,neutral
6860551951575158022,10.0,,2.0,168.0,1.0,5,1,0.5,pro
6855881929217051910,10.0,,,68.0,1.0,1,1,0.0,neutral
6842726230278556933,10.0,,9.0,204.0,1.0,2,1,0.0,neutral
6862024064718933254,10.0,,4.0,106.0,1.0,1,1,0.0,neutral
6856208950820392198,10.0,,1.0,45.0,1.0,1,1,0.0,neutral
6870984312129457413,10.0,,5.0,106.0,1.0,5,1,-1.0,con
6859050099776048390,10.0,,1.0,30.0,1.0,1,1,0.0,neutral
6851928033121602822,10.0,,,41.0,1.0,1,1,0.0,neutral
6869589657017945350,10.0,,1.0,84.0,1.0,2,1,0.0,neutral
6861749858592738565,10.0,,1.0,155.0,1.0,4,1,-0.5,con
6870921387847027974,9.0,,1.0,65.0,1.0,1,1,0.0,neutral
6864889142141046022,9.0,,4.0,218.0,1.0,1,1,0.0,neutral
6860884276238421254,9.0,,1.0,147.0,1.0,4,1,0.0,neutral
6856963155558403333,9.0,,3.0,116.0,1.0,2,1,-0.5,con
6872892051340397830,9.0,,,58.0,1.0,6,1,0.0,neutral
6856350876672560390,9.0,,,53.0,1.0,6,1,-0.5,con
6852439972830579974,9.0,,2.0,127.0,1.0,1,1,0.0,neutral
6844548877530483974,9.0,,,94.0,1.0,2,1,0.0,neutral
6839792276781255941,9.0,,,140.0,1.0,1,1,0.0,neutral
6858806019607268613,9.0,,1.0,56.0,1.0,1,1,0.0,neutral
6857261104024931589,9.0,,,45.0,1.0,7,1,-0.5,con
6858870172627848453,9.0,,6.0,89.0,1.0,6,1,-0.5,con
6855365043404524805,9.0,,2.0,136.0,1.0,1,1,0.0,neutral
6865093505556008197,9.0,,2.0,161.0,1.0,1,1,0.0,neutral
6864441582817529093,9.0,,3.0,68.0,1.0,4,1,-1.5,con
6862104242895817990,9.0,,1.0,91.0,1.0,1,1,0.0,neutral
6841674506134768902,9.0,,1.0,113.0,1.0,1,1,0.0,neutral
6847646979523120390,9.0,,1.0,110.0,1.0,1,1,0.0,neutral
6842443867703217414,9.0,,1.0,144.0,1.0,1,1,0.0,neutral
6856117078479392006,8.0,,2.0,127.0,1.0,1,1,0.0,neutral
6863962925187534085,8.0,,2.0,78.0,1.0,1,0,0.0,neutral
6852143664496381190,8.0,,,17.0,1.0,1,1,0.0,neutral
6890707234485996806,8.0,,1.0,89.0,1.0,1,1,0.0,neutral
6860608097409371397,8.0,,2.0,116.0,1.0,1,1,0.0,neutral
6860159163025149189,8.0,,5.0,461.0,1.0,1,1,0.0,neutral
6865383655460719878,8.0,10.0,4.0,172.0,1.0,1,1,0.0,neutral
6863117337898355974,8.0,,2.0,274.0,1.0,6,1,-1.0,con
6861675732431539462,8.0,,2.0,135.0,1.0,1,1,0.0,neutral
6861362388537543942,8.0,,1.0,81.0,1.0,5,1,0.0,neutral
6859819835900267781,8.0,,1.0,129.0,1.0,1,1,0.0,neutral
6842891250748673286,8.0,,2.0,124.0,1.0,4,1,-1.5,con
6841193036605656325,8.0,,2.0,55.0,1.0,2,1,0.0,neutral
6866087836915911942,8.0,,1.0,292.0,1.0,2,1,0.0,neutral
6860023070674013446,8.0,,1.0,102.0,1.0,8,0,-0.5,con
6856459130429885701,8.0,,2.0,141.0,1.0,1,1,0.0,neutral
6890686533364370693,8.0,,1.0,29.0,1.0,3,1,0.0,neutral
6862777514343828742,8.0,,2.0,211.0,1.0,12,1,0.5,pro
6861979704287579398,8.0,,1.0,162.0,1.0,1,1,0.0,neutral
6859011210008956166,8.0,,1.0,147.0,1.0,1,1,0.0,neutral
6866027241084685574,8.0,,,110.0,1.0,9,1,-1.0,con
6865049847003614470,8.0,,1.0,185.0,1.0,3,1,-0.5,con
6858762316733877510,8.0,,1.0,62.0,1.0,1,1,0.0,neutral
6890443785415806213,8.0,,1.0,29.0,1.0,2,1,0.0,neutral
6864261478170627333,8.0,,1.0,230.0,1.0,1,1,0.0,neutral
6859480731907886342,8.0,,,54.0,1.0,1,1,0.0,neutral
6868734015696866566,7.0,,1.0,271.0,1.0,10,1,-0.5,con
6858681347809135878,7.0,,1.0,126.0,1.0,1,1,0.0,neutral
6859395975744589061,7.0,,,111.0,1.0,1,1,0.0,neutral
6858408866711964934,7.0,,2.0,126.0,1.0,2,1,0.0,neutral
6862324672902466822,7.0,,,142.0,1.0,4,1,-0.5,con
6849128841068236037,7.0,,2.0,153.0,1.0,8,1,-0.5,con
6865152765606284550,7.0,,5.0,172.0,1.0,9,1,-0.5,con
6863229857120161030,7.0,,2.0,156.0,1.0,1,1,0.0,neutral
6859947872784321798,7.0,,9.0,199.0,1.0,1,1,0.0,neutral
6865883266285604102,7.0,,,39.0,1.0,2,1,0.0,neutral
6860346866035395845,7.0,,2.0,36.0,1.0,1,1,0.0,neutral
6850920778058321158,7.0,,4.0,170.0,1.0,1,1,0.0,neutral
6847565173138590982,7.0,,,52.0,1.0,1,1,0.0,neutral
6890390596121283845,7.0,,1.0,40.0,1.0,1,1,0.0,neutral
6866221672756759814,7.0,,,82.0,1.0,3,1,0.0,neutral
6863484126536748293,7.0,,,82.0,1.0,4,1,-0.5,con
6855537121881525509,7.0,,,56.0,1.0,8,1,-1.5,con
6860629043960728837,7.0,,7.0,337.0,1.0,3,1,0.0,neutral
6869815068800863493,7.0,,,51.0,1.0,9,1,0.0,neutral
6873258682814106886,7.0,,1.0,37.0,1.0,1,1,0.0,neutral
6864189369893326085,7.0,,1.0,43.0,1.0,1,1,0.0,neutral
6860469917645376774,7.0,,2.0,187.0,1.0,2,1,0.0,neutral
6856939285464091910,7.0,,1.0,44.0,1.0,1,1,0.0,neutral
6856570181322296582,7.0,,2.0,58.0,1.0,3,1,0.0,neutral
6862364031223696646,7.0,,1.0,187.0,1.0,5,1,-0.5,con
6844219422970891525,7.0,,,118.0,1.0,5,1,-0.5,con
6866933693089402117,6.0,,1.0,55.0,1.0,6,1,-1.0,con
6863311044371123462,6.0,,1.0,112.0,1.0,6,1,-1.0,con
6842675380386532614,6.0,,,114.0,1.0,9,1,0.0,neutral
6861866903481191685,6.0,,,31.0,1.0,3,1,0.0,neutral
6860584561034759430,6.0,,1.0,115.0,1.0,3,1,0.0,neutral
6859793964476779781,6.0,,1.0,125.0,1.0,3,1,-0.5,con
6852846515883379974,6.0,,4.0,128.0,1.0,4,1,-0.5,con
6864346652719828229,6.0,,1.0,117.0,1.0,5,1,-0.5,con
