video_id,nr_hashtags
6882146510763592965,1
6879106112574983425,1
6878348809936571653,3
6878156094951181573,3
6873887995515243782,1
6836893309433138437,6
6862738723231124741,4
6838041208212802821,15
6880211456659361029,2
6847874774375435525,7
6841027065639177478,2
6878339292565884161,2
6865834320389475590,7
6846221313632193798,3
6862373047295315205,4
6858329359032274182,12
6849945263860223237,3
6867125976552230149,2
6862081801188314374,4
6840354856339819781,6
6880310091438984454,1
6861982168126639365,4
6880594102526676230,10
6837584079555202309,6
6848344209624206598,1
6880708354453310725,3
6865898998683749637,4
6858245750820834565,7
6867294450335501573,3
6868685012456262918,9
6855594301762850054,1
6880327259371097349,5
6857873913154669829,12
6885158662151703814,11
6847928974950108422,8
6868975673730551045,5
6837619468764466438,1
6866299957016546566,8
6864567764477152517,10
6866618307567537414,4
6853771776858672390,4
6843174698679848197,5
6880623158827814149,10
6882656832398167301,5
6864645587216731397,8
6880911989045038341,3
6848320255232609542,4
6841580848857304325,2
6880601704358759685,5
6881802103262563590,6
6885143786851208453,2
6877840454499503366,7
6864915555753741574,4
6863742302398008581,7
6848317602138230022,4
6863802858630892805,5
6853413005149965574,6
6880752273820060934,3
6853766648927751430,6
6880793130275278086,9
6880298165644348678,6
6863868382593305862,1
6838201619167988997,1
6839840348496252165,6
6871265102251691270,1
6838996824255204613,6
6844946899661884678,1
6846467842729200902,2
6853443786752806150,1
6882990061445467398,6
6865325890012712197,4
6857442228688653574,6
6838573301049134341,4
6873137141946256645,3
6869581258763046149,5
6838722626987248901,1
6850448852579896582,8
6847050259084954885,1
6842366480617606406,9
6839229294833634565,4
6880334282913565958,6
6884650398611672325,2
6862083012264283397,3
6844557054816914694,1
6883550072567532805,6
6866411457173671173,1
6863144069300882694,5
6891010337051610374,1
6880319815840566533,6
6863118120316341510,3
6851629118560193797,1
6845466864265547013,3
6866149694381329670,3
6864943462878416134,2
6860983735714696454,9
6858196667204668677,3
6837886103723330821,10
6882957570147912965,9
6884009271571270918,1
6890934227810962693,4
6880999164352728325,1
6880827303924878597,1
6848163012117843206,5
6890875538236345605,13
6880534276744563973,4
6846151321477795077,1
6840164548079553797,4
6845212007759678726,2
6867044186105859333,1
6890954541081185538,7
6880316278851128581,2
6863245526733753606,3
6889828196619930886,10
6880361947406159109,3
6844962965108575493,3
6867566830614007045,2
6871937980710407429,1
6850433043375705349,1
6848007782101159174,1
6862872058896846086,1
6841124291954740485,11
6863684423523536134,6
6858108006261935365,1
6839896388780690694,2
6839782288771812614,8
6865304266177809669,1
6843078423414361350,4
6880377305701600517,1
6865741020534033670,2
6857456080449015046,3
6847932426795158790,2
6843176668509555973,1
6871668202561162502,1
6838322302652894470,3
6881032889899830533,1
6860224031979834630,1
6883604193584696582,3
6861623474222370054,3
6889370972814658821,3
6880659916680383750,2
6858303638893284613,5
6840057111171435781,6
6858982849056492806,1
6843077496154508549,1
6839948388004384006,1
6890319620490693894,4
6874959341250759941,7
6848250094102269190,1
6890675874551565574,1
6881892724916751622,1
6867167090969775366,3
6861238861423561989,3
6844596028931427589,1
6840214106042092806,4
6840132692042976517,4
6890704393310670085,5
6890740052079447302,3
6869046479651081478,4
6865499385602657542,4
6864904362053979397,5
6861918725625482502,2
6848851973890936069,1
6848416784240921862,6
6839126586009062661,4
6880352336900918533,3
6866194981284056325,1
6862909161252982022,3
6852388711112543493,1
6847132639388896518,1
6838408318315318533,1
6846976338818010374,1
6841402997134707973,4
6840202756637166853,4
6874973896840465670,1
6846769371772177669,1
6839728997023173893,5
6885322000689040645,2
6870159911435635973,1
6857580672408653062,1
6844863100592590085,5
6839812030199909637,1
6871404284324465925,1
6865727078977817861,1
6861237323703536901,1
6883156765861547270,1
6866905438546349317,12
6865416259115257094,1
6864989348438248709,4
6855535948420173062,1
6839274296477486341,1
6890936382894771461,1
6882630436900572422,5
6869838109295512838,5
6863885515565911301,1
6848354403594833158,1
6848266385764781317,3
6890499842150337797,1
6881824494328089862,1
6877551311919877381,1
6872447922894638342,1
6866023393968278790,1
6843646488967417094,2
6852342983233195269,7
6851941386636332293,1
6852423585714195718,9
6855201137637739782,8
6843958267379469573,1
6869460264765492485,8
6872431077089168645,1
6873603034182601990,5
6869865290293841158,5
6873156695527410950,6
6873513048519281926,1
6872931801136975110,2
6873085529764695302,1
6872917391014137094,4
6873346713256561926,3
6875777047537388805,4
6873683155505728774,1
6872952294590221574,1
6876872920904273157,5
6873177733153705221,15
6872003432522222853,6
6873520215922117894,1
6873087082676407557,6
6869968219600375045,8
6873563314660609286,2
6872457815798205698,2
6872809234174708998,6
6872928011126082821,1
6870093339895680262,7
6872933279419370757,3
6875475688116210949,2
6873588893137112326,5
6873095963058228485,1
6873900939057581317,2
6873526920428965125,1
6873528567083404550,3
6881992882627169541,1
6873233420995104005,4
6877955517759769857,4
6876846147676146949,6
6875791957520567558,6
6874180858555796742,1
6881677440687623430,2
6870200757396835589,7
6873263483627080966,1
6873187117309136134,1
6875460702656662789,3
6873934854023564549,10
6872939698629741830,1
6870329440979684613,2
6873541054516219141,8
6874854715621002501,8
6876180858089360646,6
6873219491585740037,4
6872718063431732485,1
6872914500006317317,11
6882416717583142150,9
6873043639333833989,1
6873204498714627333,6
6874416651140386054,6
6872987608545299717,5
6873941426858757381,5
6881713423369948421,10
6871415723227434246,1
6873505048723229958,4
6870908615536954629,5
6876075959582330118,9
6872978195545656582,9
6873842266285362437,1
6873100416209489157,5
6872952239531560198,4
6872821567538138374,6
6886224388274818310,4
6872452858835389702,5
6872919470529056006,2
6873848284293745925,11
6873234009913134341,3
6869537839462370565,1
6873494628457352453,6
6870534159903870214,7
6872931680533974278,4
6873539403269016837,10
6869878422823324934,5
6873214722515291398,1
6872941069663735045,6
6870930507736108290,2
6874696571867450629,4
6872811861058784517,1
6869943491284192518,4
6873701123304344838,15
6872981573419977989,1
6872031413550550277,1
6869888581738024197,3
6871421179706494214,1
6873134169384307973,4
6873650242319961350,7
6872016329839217925,9
6874981522114432261,8
6873569591759588614,6
6873482247064915205,1
6872936383468588293,1
6872919091749899525,3
6883653968946334981,2
6873571009178373381,1
6876536347230768390,2
6873168878713851142,7
6874969630939647237,1
6872356053695122693,1
6873260792771382534,2
6875489937341353221,6
6869484873175010565,1
6881981630152559878,5
6872934411344547078,3
6872447540898352389,10
6873490732036918533,1
6873214226530307333,1
6869580620373298438,1
6870972989798714630,4
6875007038934568197,5
6873116395668770053,4
6873198612034243846,1
6873069370499763461,1
6873107772527971590,1
6870616044021484806,5
6874248256008817926,5
6873149051878100229,1
6872010416545959174,2
6875648960808160513,7
6869882695263030533,4
6873603240437501190,2
6873498380807490817,1
6873121565123284230,4
6883501974390590726,3
6872433708389895429,10
6869495904517262598,4
6873946643058658565,6
6873004798988340482,10
6871381676103109894,10
6870296981093338374,1
6872840018851925254,1
6870263619897134341,1
6881773532729134342,9
6873704269938298117,6
6874231108637035781,3
6874060521272806662,1
6875033849869520133,3
6876470255980465413,6
6873184158521347333,7
6871258445786385669,4
6876166107716160770,5
6882757376001215750,4
6870591168007195910,12
6869537605885627654,5
6881818008797433090,3
6874150979130887429,1
6873248809367899398,7
6873542072712957189,3
6873224054095023366,4
6869818352051784965,2
6883498470993448197,1
6874007364886859013,8
6875464683411770629,3
6872915847854198021,2
6875721156318481669,1
6874053690739674373,1
6873061724451376390,6
6872917923476868358,5
6882435143135530246,4
6872925309532949765,3
6870254928309357830,1
6869468195653160197,5
6875498388440304902,1
6873938923790322949,6
6875805118172761349,5
6873930572956257542,1
6873088714554297605,1
6875804782129401093,6
6874992323558755590,6
6874478279340887302,2
6873565390883015941,6
6872777926522309894,4
6882535864111533318,4
6882562706293935365,1
6875710949429415173,4
6871485513514208517,1
6869481652368837893,1
6883583512964877573,7
6873614503616023814,6
6873222628044213510,1
6881677927512100101,1
6879634277269572869,5
6873978895675297030,2
6873907535372504326,5
6873497293056724229,1
6873233268259474693,5
6873642276577398021,7
6873123560198507782,7
6872917721189715205,1
6872024848546237701,10
6874990121096121606,1
6873547301420289286,4
6870906185541766405,1
6874197508097150210,4
6873542870725348614,5
6873094918391352581,1
6873903316494077190,1
6881901880444718342,10
6878488384495422725,3
6873524239870217477,1
6873448207955840262,4
6873272653667372294,7
6883478894817660166,1
6881730449941581062,8
6875142561246301446,1
6873651962055871750,7
6873493466379275526,1
6872449275947715845,2
6880947672988044549,1
6875037066007235845,3
6874065388901108998,1
6874009749617167621,8
6873902716024884486,5
6873689169944743173,4
6872937745644375301,4
6881100763184024838,6
6873857189954522373,7
6883643317976927494,7
6873260979354914053,2
6873213313866599685,2
6870102672725363974,1
6874715917624954117,2
6873825648788458753,5
6886226494004169990,1
6873641137224142086,1
6874608037215112453,3
6874044055404186885,6
6873862926093044998,3
6873471110957026565,1
6873197238370307333,1
6872922508832558342,2
6874428417375227142,5
6874202820384460038,4
6874002476295671045,1
6869527777461259526,8
6881662745943624965,4
6873174150521916678,1
6869820887860841734,1
6888453540755361030,3
6882066411397631237,1
6881985621183745286,1
6875362306981694726,1
6873606981488381189,4
6873157331941657862,1
6873092808153058565,1
6873547946122579205,4
6871366213327539461,7
6869915390298868997,1
